property_name,link,price,configuration,specifications,seller,facilities,advantages
Urbanrise The World of Joy,https://www.99acres.com/urbanrise-the-world-of-joy-miyapur-hyderabad-npxid-r413358,₹ 86.65 L - 1.52 Cr,"['4 BHK', 'Apartment', 'Carpet Area', '2309 - 2339 sq.ft.', '(214.51 - 217.3 sq.m.)', ""₹ 1.5 - 1.52 Cr'}]""]","{'towers': '5', 'floors': '42', 'units': '1123', 'total project area': '10.67 acres (43.18k sq.m.)'}",Lorven Corporate Private limitedRERA Registered Dealer,"['Infinity Pool', 'Barbecue', 'Amphitheatre', 'Basketball Court', 'Multipurpose Hall', '24x7 Security', 'Club House', 'Gated Community', 'Gymnasium']","{'surya the global school': '1.9 km', 'slg hospitals': '2.9 km', 'gsm mall & multiplex': '5.5 km', 'university of hyderabad': '12.3 km', 'trident hotel hyderabad': '13.9 km', 'gachibowli stadium': '14 km', 'nh 65': '15.3 km', 'nagalapalli rlwy station': '18.4 km', 'panjagutta metro station': '19.2 km', 'hyderabad golf club': '20.6 km', 'gagan vihar office': '24 km', 'jalavihar water park': '24.7 km', 'rajiv gandhi int. airport': '45.8 km'}"
Vasavi Avasa,https://www.99acres.com/vasavi-avasa-kompally-hyderabad-npxid-r419666,₹ 5.21 - 5.6 Cr,"['4 BHK', 'Villa', 'Super Built-up Area', '4339 - 4669 sq.ft.', '(403.11 - 433.76 sq.m.)', ""₹ 5.21 - 5.6 Cr'}]""]","{'floors': '2', 'units': '59', 'total project area': '7.08 acres (28.65k sq.m.)'}",VASAVI INFRACON LLPBuilder,"['Swimming Pool', 'Reflexology Park', 'Volley Ball Court', 'Solar Water Heating', 'Pergola', 'Water Softener Plant', 'Skating Rink', 'Wi-Fi Connectivity', 'Cafeteria']",{}
Ramky One Harmony,https://www.99acres.com/ramky-one-harmony-pragathi-nagar-hyderabad-npxid-r375613,₹ 85 L - 1.17 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1155 - 1295 sq.ft.', '(107.3 - 120.31 sq.m.)', ""₹ 85 - 95.3 L'}"", '']","{'towers': '7', 'floors': '9', 'units': '803', 'total project area': '8.1 acres (32.78k sq.m.)'}",Ramky Estates & Farms LtdBuilder,"['Car wash area', 'Swimming Pool', 'Business Lounge', 'Laundry', 'Reflexology Park', 'Salon', 'ATM', 'Waiting Lounge', 'Spa']","{'ratnadeep supermarket': '3 km', 'delhi public school': '4.1 km', 'sri sri holistic hospitals': '4.5 km', 'asian gpr multiplex\\xa0': '5.1 km', 'v v nagar park ii': '7 km', 'arunapriya old age home': '7.1 km', 'miyapur': '7.3 km', 'nh65': '8.9 km', 'malla reddy university': '8.9 km', 'fly zone kondapur': '13.4 km', 'begumpet airport': '16.7 km', 'secunderabad junction': '20 km'}"
Ramky One Harmony,https://www.99acres.com/ramky-one-harmony-pragathi-nagar-hyderabad-npxid-r375613,₹ 85 L - 1.17 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1390 - 1595 sq.ft.', '(129.14 - 148.18 sq.m.)', ""₹ 1.02 - 1.17 Cr'}]""]","{'towers': '7', 'floors': '9', 'units': '803', 'total project area': '8.1 acres (32.78k sq.m.)'}",Ramky Estates & Farms LtdBuilder,"['Car wash area', 'Swimming Pool', 'Business Lounge', 'Laundry', 'Reflexology Park', 'Salon', 'ATM', 'Waiting Lounge', 'Spa']","{'ratnadeep supermarket': '3 km', 'delhi public school': '4.1 km', 'sri sri holistic hospitals': '4.5 km', 'asian gpr multiplex\\xa0': '5.1 km', 'v v nagar park ii': '7 km', 'arunapriya old age home': '7.1 km', 'miyapur': '7.3 km', 'nh65': '8.9 km', 'malla reddy university': '8.9 km', 'fly zone kondapur': '13.4 km', 'begumpet airport': '16.7 km', 'secunderabad junction': '20 km'}"
Swayam Krushis Prime Enclave,https://www.99acres.com/swayam-krushis-prime-enclave-ghatkesar-hyderabad-npxid-r412190,₹ 12.8 - 39.33 L,"['Land', '', 'Plot Area', '900 - 2766.32 sq.ft.', '(83.61 - 257.0 sq.m.)', ""₹ 12.8 - 39.33 L'}]""]","{'units': '93', 'total project area': '5.53 acres (22.38k sq.m.)'}",Swayam Krushi Infra ProjectsBuilder,"['Sewage Treatment Plant', 'Internal Street Lights', 'Fire Fighting Systems']","{'aiims': '5 min', 'srinidhi college': '10 min', 'raheja': '15 min', 'spiritual city': '20 min'}"
Bricks Marvella,https://www.99acres.com/bricks-marvella-tellapur-hyderabad-npxid-r416504,₹ 92.78 L - 2.39 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1385 - 1575 sq.ft.', '(128.67 - 146.32 sq.m.)', ""₹ 92.78 L - 1.06 Cr'}"", '']","{'towers': '2', 'floors': '32', 'units': '544', 'total project area': '4.1687592143 acres (16.87k sq.m.)'}",Bricks Ramabhupal Projects LLPBuilder,"['Foosball', 'Reflexology Park', 'High Speed Elevators', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Wi-Fi Connectivity', 'Fountain', 'Cricket Pitch']","{'glendale international school': '3.9 km', 'st.xavier’s pg college': '4.2 km', 'aksha hospitals': '6.4 km', 'telapur junction': '6.8 km', 'pogo land': '8.4 km', 'nh 65': '8.7 km', 'lemon tree hotel': '10.7 km', 'gsm mall & multiplex': '11.5 km', 'gutenberg it park': '11.6 km', 'rajiv gandhi international airport': '40.1 km'}"
Bricks Marvella,https://www.99acres.com/bricks-marvella-tellapur-hyderabad-npxid-r416504,₹ 92.78 L - 2.39 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1795 - 2470 sq.ft.', '(166.76 - 229.47 sq.m.)', ""₹ 1.2 - 1.65 Cr'}"", '']","{'towers': '2', 'floors': '32', 'units': '544', 'total project area': '4.1687592143 acres (16.87k sq.m.)'}",Bricks Ramabhupal Projects LLPBuilder,"['Foosball', 'Reflexology Park', 'High Speed Elevators', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Wi-Fi Connectivity', 'Fountain', 'Cricket Pitch']","{'glendale international school': '3.9 km', 'st.xavier’s pg college': '4.2 km', 'aksha hospitals': '6.4 km', 'telapur junction': '6.8 km', 'pogo land': '8.4 km', 'nh 65': '8.7 km', 'lemon tree hotel': '10.7 km', 'gsm mall & multiplex': '11.5 km', 'gutenberg it park': '11.6 km', 'rajiv gandhi international airport': '40.1 km'}"
Bricks Marvella,https://www.99acres.com/bricks-marvella-tellapur-hyderabad-npxid-r416504,₹ 92.78 L - 2.39 Cr,"['4 BHK', 'Apartment', 'Super Built-up Area', '3570 sq.ft.', '(331.66 sq.m.)', ""₹ 2.39 Cr'}]""]","{'towers': '2', 'floors': '32', 'units': '544', 'total project area': '4.1687592143 acres (16.87k sq.m.)'}",Bricks Ramabhupal Projects LLPBuilder,"['Foosball', 'Reflexology Park', 'High Speed Elevators', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Wi-Fi Connectivity', 'Fountain', 'Cricket Pitch']","{'glendale international school': '3.9 km', 'st.xavier’s pg college': '4.2 km', 'aksha hospitals': '6.4 km', 'telapur junction': '6.8 km', 'pogo land': '8.4 km', 'nh 65': '8.7 km', 'lemon tree hotel': '10.7 km', 'gsm mall & multiplex': '11.5 km', 'gutenberg it park': '11.6 km', 'rajiv gandhi international airport': '40.1 km'}"
Pranavas Sama Lakshma Reddy Greenwich,https://www.99acres.com/pranavas-sama-lakshma-reddy-greenwich-attapur-hyderabad-npxid-r336711,₹ 4.59 - 9.9 Cr,"['4 BHK', 'Villa', 'Built-up Area', '3671 - 6475 sq.ft.', '(341.05 - 601.55 sq.m.)', ""₹ 4.59 - 8.09 Cr'}"", '']","{'floors': '3', 'units': '122', 'total project area': '9.13 acres (36.95k sq.m.)'}",Pranava GroupBuilder,"['Swimming Pool', 'Theater Home', 'Lounge', 'Flower Garden', 'Volley Ball Court', 'Salon', 'Aerobics Centre', 'Waiting Lounge', 'Creche/Day care']","{'solitaire global schools': '1.2 km', 'mantra mall': '1.9 km', 'pv narasimha rao expressway': '2.6 km', 'mythri hospital mehdipatnam': '5.3 km', 'npa shivram pally railway station': '7.5 km', 'jawaharlal nehru architecture & fine art': '9.9 km', 'shiv shankar football stadium': '10.5 km', 'hyderabad golf club': '10.7 km', 'lakdikapul metro station': '11.6 km', 'radisson blu plaza hotel\\xa0': '12.3 km', 'rajiv gandhi international airport': '22.7 km'}"
Pranavas Sama Lakshma Reddy Greenwich,https://www.99acres.com/pranavas-sama-lakshma-reddy-greenwich-attapur-hyderabad-npxid-r336711,₹ 4.59 - 9.9 Cr,"['5 BHK', 'Villa', 'Built-up Area', '5393 - 6093 sq.ft.', '(501.03 - 566.06 sq.m.)', ""₹ 6.74 - 7.62 Cr'}"", '']","{'floors': '3', 'units': '122', 'total project area': '9.13 acres (36.95k sq.m.)'}",Pranava GroupBuilder,"['Swimming Pool', 'Theater Home', 'Lounge', 'Flower Garden', 'Volley Ball Court', 'Salon', 'Aerobics Centre', 'Waiting Lounge', 'Creche/Day care']","{'solitaire global schools': '1.2 km', 'mantra mall': '1.9 km', 'pv narasimha rao expressway': '2.6 km', 'mythri hospital mehdipatnam': '5.3 km', 'npa shivram pally railway station': '7.5 km', 'jawaharlal nehru architecture & fine art': '9.9 km', 'shiv shankar football stadium': '10.5 km', 'hyderabad golf club': '10.7 km', 'lakdikapul metro station': '11.6 km', 'radisson blu plaza hotel\\xa0': '12.3 km', 'rajiv gandhi international airport': '22.7 km'}"
Pranavas Sama Lakshma Reddy Greenwich,https://www.99acres.com/pranavas-sama-lakshma-reddy-greenwich-attapur-hyderabad-npxid-r336711,₹ 4.59 - 9.9 Cr,"['6 BHK', 'Villa', 'Built-up Area', '7917 sq.ft.', '(735.51 sq.m.)', ""₹ 9.9 Cr'}]""]","{'floors': '3', 'units': '122', 'total project area': '9.13 acres (36.95k sq.m.)'}",Pranava GroupBuilder,"['Swimming Pool', 'Theater Home', 'Lounge', 'Flower Garden', 'Volley Ball Court', 'Salon', 'Aerobics Centre', 'Waiting Lounge', 'Creche/Day care']","{'solitaire global schools': '1.2 km', 'mantra mall': '1.9 km', 'pv narasimha rao expressway': '2.6 km', 'mythri hospital mehdipatnam': '5.3 km', 'npa shivram pally railway station': '7.5 km', 'jawaharlal nehru architecture & fine art': '9.9 km', 'shiv shankar football stadium': '10.5 km', 'hyderabad golf club': '10.7 km', 'lakdikapul metro station': '11.6 km', 'radisson blu plaza hotel\\xa0': '12.3 km', 'rajiv gandhi international airport': '22.7 km'}"
Green Stones El Dorado,https://www.99acres.com/green-stones-el-dorado-shad-nagar-hyderabad-npxid-r415206,₹ 70 L - 1.83 Cr,"['2 BHK', 'Villa', 'Built-up Area', '1400 sq.ft.', '(130.06 sq.m.)', ""₹ 70 L'}"", '']","{'units': '150', 'total project area': '6.2749941 acres (25.39k sq.m.)'}",GREENSTONE INFRAINDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Yoga/Meditation Area', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', 'Lift(s)', 'Car Parking', 'Paved Compound']",{}
Green Stones El Dorado,https://www.99acres.com/green-stones-el-dorado-shad-nagar-hyderabad-npxid-r415206,₹ 70 L - 1.83 Cr,"['3 BHK', 'Villa', 'Built-up Area', '1800 sq.ft.', '(167.23 sq.m.)', ""₹ 90 L'}"", '']","{'units': '150', 'total project area': '6.2749941 acres (25.39k sq.m.)'}",GREENSTONE INFRAINDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Yoga/Meditation Area', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', 'Lift(s)', 'Car Parking', 'Paved Compound']",{}
Green Stones El Dorado,https://www.99acres.com/green-stones-el-dorado-shad-nagar-hyderabad-npxid-r415206,₹ 70 L - 1.83 Cr,"['4 BHK', 'Villa', 'Built-up Area', '3115 - 3650 sq.ft.', '(289.39 - 339.1 sq.m.)', ""₹ 1.56 - 1.83 Cr'}]""]","{'units': '150', 'total project area': '6.2749941 acres (25.39k sq.m.)'}",GREENSTONE INFRAINDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Yoga/Meditation Area', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', 'Lift(s)', 'Car Parking', 'Paved Compound']",{}
JBs Nature Valley,https://www.99acres.com/jbs-nature-valley-choutuppal-hyderabad-npxid-r412479,₹ 15.34 - 51.14 L,"['Land', '', 'Plot Area', '1620 - 5400 sq.ft.', '(150.5 - 501.68 sq.m.)', ""₹ 15.34 - 51.14 L'}]""]","{'units': '905', 'total project area': '106.35 acres (430.38k sq.m.)'}",JB INFRA PROJECTSDealer,"['Swimming Pool', 'Lounge', 'Reading Lounge', 'Changing Area', 'Conference room', 'Aerobics Centre', 'Visitors Parking', 'Restaurant', 'Waiting Lounge']","{'nh 65': '6.2 km', 'ramannapet': '17 km', 'sri hindu degree and junior college': '20.2 km', 'sai krishna shopping mall': '20.8 km', 'loyola high school': '20.9 km', 'kamineni hospital': '28.8 km', 'rajiv gandhi international airport': '76.9 km'}"
Sree Kalpa Luxor,https://www.99acres.com/sree-kalpa-luxor-pragathi-nagar-hyderabad-npxid-r408455,₹ 68.62 L - 1.08 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1204 - 1369 sq.ft.', '(111.86 - 127.18 sq.m.)', ""₹ 68.62 - 78.02 L'}"", '']","{'towers': '2', 'floors': '13', 'units': '296', 'total project area': '2.03 acres (8.22k sq.m.)'}",Synergy ConsultingDealer,"['Car wash area', 'Swimming Pool', 'Flower Garden', 'Solar Lighting', 'Aerobics Centre', 'Solar Water Heating', 'Waiting Lounge', 'Spa', 'Billiards']","{'orchids the international school': '2.2 km', 'mumbai highway': '7 km', 'mahindra university': '7.7 km', 'south india shopping mall': '8.3 km', 'prasad hospital': '8.8 km', 'kphb colony': '9.8 km', 'hafizpet railway station': '12 km', 'novotel': '13.2 km', 'international tech park': '15 km', 'pjr stadium': '15.1 km', 'rajiv gandhi international airport': '47.1 km'}"
Sree Kalpa Luxor,https://www.99acres.com/sree-kalpa-luxor-pragathi-nagar-hyderabad-npxid-r408455,₹ 68.62 L - 1.08 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1510 - 1903 sq.ft.', '(140.28 - 176.79 sq.m.)', ""₹ 86.05 L - 1.08 Cr'}]""]","{'towers': '2', 'floors': '13', 'units': '296', 'total project area': '2.03 acres (8.22k sq.m.)'}",Synergy ConsultingDealer,"['Car wash area', 'Swimming Pool', 'Flower Garden', 'Solar Lighting', 'Aerobics Centre', 'Solar Water Heating', 'Waiting Lounge', 'Spa', 'Billiards']","{'orchids the international school': '2.2 km', 'mumbai highway': '7 km', 'mahindra university': '7.7 km', 'south india shopping mall': '8.3 km', 'prasad hospital': '8.8 km', 'kphb colony': '9.8 km', 'hafizpet railway station': '12 km', 'novotel': '13.2 km', 'international tech park': '15 km', 'pjr stadium': '15.1 km', 'rajiv gandhi international airport': '47.1 km'}"
JNS Hill View,https://www.99acres.com/jns-hill-view-mallampet-hyderabad-npxid-r379345,₹ 1.34 Cr,"['3 BHK', 'Villa', 'Built-up Area', '1850 sq.ft.', '(171.87 sq.m.)', ""₹ 1.34 Cr'}]""]","{'floors': '2', 'units': '152', 'total project area': '9 acres (36.42k sq.m.)'}",JNS InfrastructuresDealer,"['Swimming Pool', 'Vastu Compliant', 'Yoga/Meditation Area', 'Rain Water Harvesting', '24x7 Security', 'Club House', 'Landscape Garden', '""Children\'s Play Area""', 'DG Availability']","{'oakridge international school': '2.8 km', 'nehru outer ring road': '7.7 km', 'bhaskara hospital': '9.7 km', 'malla reddy university': '10 km', 'miyapur metro station': '10.4 km', 'nexus hyderabad': '12.9 km', 'secunderabad junction': '26.5 km', 'rajiv gandhi international airport': '61.9 km'}"
Haimi Nirvana,https://www.99acres.com/haimi-nirvana-osman-nagar-hyderabad-npxid-r412799,₹ 68.69 - 91.51 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1189 - 1296 sq.ft.', '(110.46 - 120.4 sq.m.)', ""₹ 68.69 - 74.87 L'}"", '']","{'towers': '1', 'floors': '5', 'total project area': '0.749989543 acres (3.04k sq.m.)'}",HAIMI NIRVANADealer,"['Badminton Court', 'Multipurpose Hall', 'Gated Community', '""Children\'s Play Area""', 'Lift(s)']","{'blue blocks complete school': '2.1 km', 'archana hospital': '11 km', 'south gate university': '7.7 km', 'nagalapalli railway station': '7.8 km', 'rajiv gandhi international airport': '45.0 km', 'sarath city capital mall': '13.7 km', 'nehru outer ring road': '8.1 km', 'stadium of hope': '11.1 km', 'meil leaf golf course': '8.9 km', 'mahaveer it park': '11.0 km', 'flipside adventure park': '11.6 km', 'sheraton hyderabad hotel': '11.3 km', 'miyapur metro station': '14.9 km'}"
Haimi Nirvana,https://www.99acres.com/haimi-nirvana-osman-nagar-hyderabad-npxid-r412799,₹ 68.69 - 91.51 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1507 - 1584 sq.ft.', '(140.0 - 147.16 sq.m.)', ""₹ 87.06 - 91.51 L'}]""]","{'towers': '1', 'floors': '5', 'total project area': '0.749989543 acres (3.04k sq.m.)'}",HAIMI NIRVANADealer,"['Badminton Court', 'Multipurpose Hall', 'Gated Community', '""Children\'s Play Area""', 'Lift(s)']","{'blue blocks complete school': '2.1 km', 'archana hospital': '11 km', 'south gate university': '7.7 km', 'nagalapalli railway station': '7.8 km', 'rajiv gandhi international airport': '45.0 km', 'sarath city capital mall': '13.7 km', 'nehru outer ring road': '8.1 km', 'stadium of hope': '11.1 km', 'meil leaf golf course': '8.9 km', 'mahaveer it park': '11.0 km', 'flipside adventure park': '11.6 km', 'sheraton hyderabad hotel': '11.3 km', 'miyapur metro station': '14.9 km'}"
Janapriya Nile Valley,https://www.99acres.com/janapriya-nile-valley-madinaguda-hyderabad-npxid-r2080,₹ 72.37 L - 1.18 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '990 - 1285 sq.ft.', '(91.97 - 119.38 sq.m.)', ""₹ 72.37 - 94.44 L'}"", '']","{'towers': '10', 'floors': '10', 'units': '2400', 'total project area': '25 acres (101.17k sq.m.)', 'open area': '55 %'}",JANAPRIYA TOWNSHIPS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Volley Ball Court', 'Salon', 'Visitors Parking', 'Piped Gas', 'Creche/Day care', 'Property Staff', 'Cafeteria', 'Banquet Hall']","{'kims hospital': '7.8 km', 'aig hospital': '11.3 km', 'chennai shopping mall': '10.6 km', 'inorbit mall': '13.1 km', 'dps': '1.9 km', 'jntu': '9.9 km', 'ibm': '8.8 km', 'hi-tech city': '11.6 km', 'miyapur metro station': '6.5 km'}"
Janapriya Nile Valley,https://www.99acres.com/janapriya-nile-valley-madinaguda-hyderabad-npxid-r2080,₹ 72.37 L - 1.18 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1365 - 1635 sq.ft.', '(126.81 - 151.9 sq.m.)', ""₹ 1 - 1.18 Cr'}]""]","{'towers': '10', 'floors': '10', 'units': '2400', 'total project area': '25 acres (101.17k sq.m.)', 'open area': '55 %'}",JANAPRIYA TOWNSHIPS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Volley Ball Court', 'Salon', 'Visitors Parking', 'Piped Gas', 'Creche/Day care', 'Property Staff', 'Cafeteria', 'Banquet Hall']","{'kims hospital': '7.8 km', 'aig hospital': '11.3 km', 'chennai shopping mall': '10.6 km', 'inorbit mall': '13.1 km', 'dps': '1.9 km', 'jntu': '9.9 km', 'ibm': '8.8 km', 'hi-tech city': '11.6 km', 'miyapur metro station': '6.5 km'}"
Janapriya Lake Front Apartments,https://www.99acres.com/janapriya-lake-front-apartments-kapra-hyderabad-npxid-r2078,₹ 46.67 - 66.65 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '810 - 960 sq.ft.', '(75.25 - 89.19 sq.m.)', ""₹ 46.67 - 54.17 L'}"", '']","{'towers': '5', 'floors': '10', 'units': '920', 'total project area': '5.83 acres (23.59k sq.m.)'}",JANAPRIYA PROJECTS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Medical Centre', 'ATM', 'Visitors Parking', 'Wi-Fi Connectivity', 'Property Staff', 'Banquet Hall', 'Library', 'Lawn Tennis Court']",{}
Janapriya Lake Front Apartments,https://www.99acres.com/janapriya-lake-front-apartments-kapra-hyderabad-npxid-r2078,₹ 46.67 - 66.65 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1095 - 1200 sq.ft.', '(101.73 - 111.48 sq.m.)', ""₹ 61.19 - 66.65 L'}]""]","{'towers': '5', 'floors': '10', 'units': '920', 'total project area': '5.83 acres (23.59k sq.m.)'}",JANAPRIYA PROJECTS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Medical Centre', 'ATM', 'Visitors Parking', 'Wi-Fi Connectivity', 'Property Staff', 'Banquet Hall', 'Library', 'Lawn Tennis Court']",{}
GK s Ram s Arcade,https://www.99acres.com/gk-s-ram-s-arcade-kapra-hyderabad-npxid-r415139,₹ 1.19 - 1.21 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '2269 - 2297 sq.ft.', '(210.8 - 213.4 sq.m.)', ""₹ 1.19 - 1.21 Cr'}]""]","{'towers': '1', 'floors': '5', 'units': '10', 'total project area': '0.161241204 acres (652.52k sq.m.)'}",GK DevelopersBuilder,"['Rain Water Harvesting', 'Gated Community', '24/7 Water Supply', 'Lift(s)']","{'bepta golf course': '10 min', 'rsi club': '10 mins', 'csd canteen': '15 mins', 'cdm college': '10 mins', 'secunderabad club': '30 min'}"
Sattva Lake Ridge,https://www.99acres.com/sattva-lake-ridge-kokapet-hyderabad-npxid-r410741,₹ 2.41 - 6.13 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '2152 - 4115 sq.ft.', '(199.93 - 382.3 sq.m.)', ""₹ 2.41 - 4.61 Cr'}"", '']","{'towers': '6', 'floors': '37', 'total project area': '6.323451422 acres (25.59k sq.m.)'}",Urban One RealtyDealer,"['Swimming Pool', 'Reflexology Park', 'Pergola', 'Waiting Lounge', 'Creche/Day care', 'Squash Court', 'Cafeteria', 'Billiards', 'Cricket Pitch']","{'ocean park': '3.2 km', 'nehru outer ring road': '3.4 km', 'the golkonda resorts & spa': '3.8 km', 'rockwell international school': '4.1 km', 'fuse business lounge': '4.7 km', 'meil leaf golf course': '6.7 km', 'himagiri hospitals': '8.4 km', 'gachibowli stadium': '8.8 km', 'university of hyderabad': '10.4 km', 'sln terminus': '11.7 km', 'raidurg metro station': '12.1 km', 'telapur railway station': '15.1 km', 'rgi airport': '29.7km'}"
Sattva Lake Ridge,https://www.99acres.com/sattva-lake-ridge-kokapet-hyderabad-npxid-r410741,₹ 2.41 - 6.13 Cr,"['4 BHK', 'Apartment', 'Super Built-up Area', '3983 - 5266 sq.ft.', '(370.03 - 489.23 sq.m.)', ""₹ 4.46 - 5.9 Cr'}"", '']","{'towers': '6', 'floors': '37', 'total project area': '6.323451422 acres (25.59k sq.m.)'}",Urban One RealtyDealer,"['Swimming Pool', 'Reflexology Park', 'Pergola', 'Waiting Lounge', 'Creche/Day care', 'Squash Court', 'Cafeteria', 'Billiards', 'Cricket Pitch']","{'ocean park': '3.2 km', 'nehru outer ring road': '3.4 km', 'the golkonda resorts & spa': '3.8 km', 'rockwell international school': '4.1 km', 'fuse business lounge': '4.7 km', 'meil leaf golf course': '6.7 km', 'himagiri hospitals': '8.4 km', 'gachibowli stadium': '8.8 km', 'university of hyderabad': '10.4 km', 'sln terminus': '11.7 km', 'raidurg metro station': '12.1 km', 'telapur railway station': '15.1 km', 'rgi airport': '29.7km'}"
Sattva Lake Ridge,https://www.99acres.com/sattva-lake-ridge-kokapet-hyderabad-npxid-r410741,₹ 2.41 - 6.13 Cr,"['5 BHK', 'Apartment', 'Super Built-up Area', '5472 sq.ft.', '(508.37 sq.m.)', ""₹ 6.13 Cr'}]""]","{'towers': '6', 'floors': '37', 'total project area': '6.323451422 acres (25.59k sq.m.)'}",Urban One RealtyDealer,"['Swimming Pool', 'Reflexology Park', 'Pergola', 'Waiting Lounge', 'Creche/Day care', 'Squash Court', 'Cafeteria', 'Billiards', 'Cricket Pitch']","{'ocean park': '3.2 km', 'nehru outer ring road': '3.4 km', 'the golkonda resorts & spa': '3.8 km', 'rockwell international school': '4.1 km', 'fuse business lounge': '4.7 km', 'meil leaf golf course': '6.7 km', 'himagiri hospitals': '8.4 km', 'gachibowli stadium': '8.8 km', 'university of hyderabad': '10.4 km', 'sln terminus': '11.7 km', 'raidurg metro station': '12.1 km', 'telapur railway station': '15.1 km', 'rgi airport': '29.7km'}"
Fortune The Highway Orchards,https://www.99acres.com/fortune-the-highway-orchards-shad-nagar-hyderabad-npxid-r414655,₹ 31.5 - 47.24 L,"['Land', '', 'Plot Area', '1350 - 2025 sq.ft.', '(125.42 - 188.13 sq.m.)', ""₹ 31.5 - 47.24 L'}]""]","{'units': '225', 'total project area': '20.15 acres (81.54k sq.m.)', 'open area': '40 %'}",Fortune View Pvt LtdDealer,"['Vastu Compliant', 'Rain Water Harvesting', '24x7 Security', 'Gated Community', '""Children\'s Play Area""', 'Internal Street Lights']","{'balanagar railway station': '3 km', 'sibelco factory': '7 km', 'nrsc': '10 km', 'heritage valley': '16 km', 'polepally sez': '17 km', 'narsee monjee institute': '18 km', 'lv prasad eye institute': '20 km', 'symbiosys intl. university': '23 km', 'johnson & johnson': '25 km', 'jims hospital': '32 km', 'intl. airport': '40 km'}"
Lakshmi Shantha Dharani Hills,https://www.99acres.com/lakshmi-shantha-dharani-hills-sadashivpet-hyderabad-npxid-r414287,₹ 15.74 - 52.47 L,"['Land', '', 'Plot Area', '1350 - 4500 sq.ft.', '(125.42 - 418.06 sq.m.)', ""₹ 15.74 - 52.47 L'}]""]","{'units': '1045', 'total project area': '105 acres (424.92k sq.m.)'}",Fortune View Pvt LtdDealer,"['Gated Community', '24/7 Water Supply', 'Car Parking', 'Internal Street Lights']",{}
Prestige Tranquil,https://www.99acres.com/prestige-tranquil-kokapet-hyderabad-npxid-r371026,₹ 1.53 - 2.25 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1390 - 2049 sq.ft.', '(129.14 - 190.36 sq.m.)', ""₹ 1.53 - 2.25 Cr'}]""]","{'towers': '4', 'floors': '34', 'units': '906', 'total project area': '7.85 acres (31.77k sq.m.)'}",THE FINDPROPERTIESDealer,"['Swimming Pool', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Theatre', 'Pool Table', 'Cafeteria', 'Banquet Hall', 'Cricket Pitch']","{'mn capital': '1.5 km', 'poojitha tech park': '2.3 km', 'nehru outer ring road': '2.6 km', 'ocean park': '2.7 km', 'rockwell international school': '3.6 km', 'hyatt hyderabad gachibowli': '4.5 km', 'gachibowli stadium': '8 km', 'university of hyderabad': '9.5 km', 'care hospitals': '10.2 km', 'hitec city': '10.6 km', 'hyderabad golf club': '11.2 km', 'raidurg metro station': '14.3 km', 'telapur railway station': '22.7 km'}"
Avantikas Pushyami,https://www.99acres.com/avantikas-pushyami-bandlaguda-jagir-hyderabad-npxid-r420784,₹ 52.55 L,"['2 BHK', 'Apartment', 'Carpet Area', '905.5 sq.ft.', '(84.12 sq.m.)', ""₹ 52.55 L'}]""]","{'towers': '1', 'floors': '5', 'units': '20', 'total project area': '0.183441151 acres (742.36k sq.m.)'}",Avantika DevelopersBuilder,"['Earthquake Resistant', 'Vastu Compliant', 'CCTV Camera Security', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Lift(s)']","{'mehidipatnam': '8 kms', 'rajiv gandhi international airport': '24 kms', 'cryons hospital': '650 m', 'don bosco school': '1.5 km', 'k.l. university': '7.7 kms', 'mrugavani national park': '8.2 kms', 'osman sagar': '10 kms', 'charminar': '13.1 kms'}"
