property_name,link,price,configuration,specifications,seller,facilities,advantages
Ramky One Orbit,https://www.99acres.com/ramky-one-orbit-nallagandla-hyderabad-npxid-r398123,₹ 94.73 L - 1.48 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1180 - 1420 sq.ft.', 'area_sub_heading_two': '(109.63 - 131.92 sq.m.)', 'price_heading': '₹ 94.73 L - 1.14 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1390 - 1855 sq.ft.', 'area_sub_heading_two': '(129.14 - 172.34 sq.m.)', 'price_heading': '₹ 1.11 - 1.48 Cr'}]",Towers|6|Floors|14|Units|518|Total Project Area|5.25 acres (21.25K sq.m.),Ramky Estates & Farms LtdBuilder,"['Car wash area', 'Swimming Pool', 'Theater Home', 'Creche/Day care', 'Grocery Shop', 'Billiards', 'Library', 'Cricket Pitch', 'Multipurpose Court']","{'Aparna Mall': '1.8 Km', 'Aksha Hospitals': '2.5 Km', 'Sadhana Infinity International School': '2.7 Km', 'Mumbai Highway': '4.9 Km', 'Telapur Railway Station': '5.6 Km', 'University of Hyderabad': '6.9 Km', 'Hyatt Hyderabad Gachibowli': '8.3 Km', 'Gachibowli Stadium': '10.6 Km', 'Ascendas IT Park': '10.7 Km', 'Miyapur Metro Station': '11.8 Km', 'Ocean Park': '12 Km', 'Silver Oak Kala Jyothi Golf Course': '13.8 Km', 'Begumpet Airport': '25.9 Km'}"
Praneeth Pranav Knightwoods,https://www.99acres.com/praneeth-pranav-knightwoods-beeramguda-hyderabad-npxid-r379018,₹ 1.86 - 2.45 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1800 sq.ft.', 'area_sub_heading_two': '(167.23 sq.m.)', 'price_heading': '₹ 1.86 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2000 - 2441 sq.ft.', 'area_sub_heading_two': '(185.81 - 226.78 sq.m.)', 'price_heading': '₹ 1.97 - 2.45 Cr'}]",Floors|3|Units|463|Total Project Area|29.82 acres (120.68K sq.m.),Sadguna PropertiesDealer,"['Mini Theatre', 'Swimming Pool', 'Jacuzzi', 'Skating Rink', 'Gazebo', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre', 'Party Lawn']","{'Academic Heights Public School': '250 M', 'Mumbai Hwy': '4.2 KM', 'BHEL Stadium': '6.7 Km', 'Miyapur Metro Station': '9 KM', 'Sarath City Capital Mall': '14.6 KM', 'American University Of ST. Vincent': '15.3 KM', 'Radisson Hyderabad Hitec City': '16.1 KM', 'Nagalapalli Rlwy Station': '16.3 KM', 'Emaar MGF Boulder Hills': '16.9 KM', 'Spaces & More Business Park': '17 KM', 'Flipside Adventure Park1': '18.2 KM', 'Rajiv Gandhi International Airport': '45 KM'}"
Vayun Meadows Block C,https://www.99acres.com/vayun-meadows-block-c-kapra-hyderabad-npxid-r75215,₹ 60.72 - 98.64 L,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1265 - 2055 sq.ft.', 'area_sub_heading_two': '(117.52 - 190.92 sq.m.)', 'price_heading': '₹ 60.72 - 98.64 L'}]",Towers|3|Floors|7|Units|88|Total Project Area|5 acres (20.23K sq.m.),Anantha Infra Builder,"['Swimming Pool', 'Wi-Fi Connectivity', 'Property Staff', 'Video Door Security', 'Multipurpose Court', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Rain Water Harvesting']","{'Maithri Enclave Main Road': '850 Meter', 'Orchids The International School': '3.3 KM', 'Thatha Hospital': '3.5 KM', 'Secunderabad Centre Mall': '4.1 KM', 'Akshara International School': '5 KM', 'Ammuguda Railway Station': '5.2 KM', 'Hyderabad - Ramagundam Highway': '7.2 KM', 'Mettuguda Metro Station': '11.2 KM', 'Osmania University': '12.5 KM', 'Rajiv Gandhi International Airport': '44 KM'}"
Cybercity Marina Skies,https://www.99acres.com/cybercity-marina-skies-hi-tech-city-hyderabad-npxid-r269091,₹ 1.07 - 3.91 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1160 - 1250 sq.ft.', 'area_sub_heading_two': '(107.77 - 116.13 sq.m.)', 'price_heading': '₹ 1.07 - 1.15 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1400 - 2340 sq.ft.', 'area_sub_heading_two': '(130.06 - 217.39 sq.m.)', 'price_heading': '₹ 1.29 - 2.15 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2860 - 4070 sq.ft.', 'area_sub_heading_two': '(265.7 - 378.12 sq.m.)', 'price_heading': '₹ 2.75 - 3.91 Cr'}]",Towers|2|Floors|31|Units|1237|Total Project Area|10.7 acres (43.3K sq.m.)|Open Area|82 %,Cybercity Builders And Developers Pvt LtdBuilder,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge', 'Salon', 'ATM', 'Barbecue', 'Restaurant', 'Jacuzzi']","{'Mumbai Highway': '3.1 Km', 'NSL Centrum Mall': '3.8 Km', 'Borabanda Railway Station': '3.8 Km', 'Erragadda Metro Station': '4.6 Km', 'ORCHIDS The International School': '4.9 Km', 'Neelima Hospital': '5.9 Km', 'International Tech Park Hyderabad': '7.4 Km', 'Begumpet Airport': '10.5 Km', 'University College of Science': '12 Km', 'Silver Oak Kala Jyothi Golf Course': '5.6 Km', 'Jalavihar Water Park': '14.7 Km', 'Trident Hotel Hyderabad': '9.2 Km', 'GMC Balayogi Sports Complex': '12.2 Km'}"
Vijayakalpa Kshetra,https://www.99acres.com/vijayakalpa-kshetra-tukkuguda-hyderabad-npxid-r414297,₹ 2.77 - 3.86 Cr,"[{'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3063 - 3079 sq.ft.', 'area_sub_heading_two': '(284.56 - 286.05 sq.m.)', 'price_heading': '₹ 2.77 - 2.78 Cr'}, {'config_band_label': '5 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '4272 - 4277 sq.ft.', 'area_sub_heading_two': '(396.88 - 397.35 sq.m.)', 'price_heading': '₹ 3.86 Cr'}]",Units|126|Total Project Area|11.27 acres (45.61K sq.m.),VIJAYAKALPA DEVELOPERS PRIVATE LIMITEDBuilder,"['Spa', 'Steam Room', 'Grocery Shop', 'Gazebo', 'Cafeteria', 'Billiards', 'Cricket Pitch', 'Sun Deck', 'Party Lawn']","{'Exit 1, Financial Distt': '30 mins', 'Hyderabad Airport': '10 mins', 'TCS': '10 mins', 'Hardware Park': '5 mins', 'World Trade Center': '5 mins', 'Fab CIty': '5 mins', 'Tukkuguda Exit 14': '2 mins', 'Raviryala Exit 13': '2 mins'}"
Primark De Stature,https://www.99acres.com/primark-de-stature-bahadurpally-hyderabad-npxid-r369872,₹ 64.34 L - 1.15 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1170 - 1245 sq.ft.', 'area_sub_heading_two': '(108.7 - 115.66 sq.m.)', 'price_heading': '₹ 64.34 - 68.46 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1515 - 2085 sq.ft.', 'area_sub_heading_two': '(140.75 - 193.7 sq.m.)', 'price_heading': '₹ 83.31 L - 1.15 Cr'}]",Towers|6|Floors|8|Units|416|Total Project Area|5 acres (20.23K sq.m.)|Open Area|57 %,Primark Projects PVT LTDBuilder,"['Clinic', 'Car wash area', 'Swimming Pool', 'Salon', 'Solar Water Heating', 'Restaurant', 'Pergola', 'Water Softener Plant', 'Grocery Shop']","{'Malla Reddy University': '2.4 km', 'Oakridge International School': '5.8 km', 'Nehru Outer Ring Road': '6.6 km', 'Konark Hospitals': '9.3 km', 'South India Shopping Mall': '10.1 km', 'Miyapur Metro Station': '14 km', 'Begumpet Airport': '17.4 km', 'Nagalapalli Railway Station': '37.6 km'}"
NSL East Luxoria,https://www.99acres.com/nsl-east-luxoria-uppal-hyderabad-npxid-r418966,₹ 1.74 - 5.25 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2251 - 2602 sq.ft.', 'area_sub_heading_two': '(209.12 - 241.73 sq.m.)', 'price_heading': '₹ 1.74 - 2.02 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3189 - 6770 sq.ft.', 'area_sub_heading_two': '(296.27 - 628.95 sq.m.)', 'price_heading': '₹ 2.47 - 5.25 Cr'}]",Towers|4|Floors|44|Units|1032|Total Project Area|7 acres (28.33K sq.m.),NSL SEZ (HYDERABAD) PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Football', 'Salon', 'Pergola', 'High Speed Elevators', 'Piped Gas', 'Spa', 'Skating Rink', 'Squash Court']","{'Delhi Public School': '4.2 Km', 'Osmania University': '5.2 Km', 'Matrix Hospital': '2.3 Km', 'DSL Virtue Mall': '1.2 Km', 'Hyderabad Public School': '2.9 Km', 'Cinepolis': '800 m', 'Game Point': '500 m', 'Ankura Hospital': '5 Km', 'Asian Mall': '3.4 Km', 'D Mart': '1.1 Km', 'Stadium Metro Station': '750 m'}"
Vajram IXORA,https://www.99acres.com/vajram-ixora-gopanpally-hyderabad-npxid-r399677,₹ 1.39 - 1.85 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1990 - 2640 sq.ft.', 'area_sub_heading_two': '(184.88 - 245.26 sq.m.)', 'price_heading': '₹ 1.39 - 1.85 Cr'}]",Towers|3|Floors|17|Units|371|Total Project Area|4 acres (16.19K sq.m.),VAJRAM CONSTRUCTIONS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Salon', 'Spa', 'Skating Rink', 'Grocery Shop', 'Cricket Pitch', 'Lawn Tennis Court', 'Multipurpose Court', 'Basketball Court']","{'University of Hyderabad': '350 meters', 'Shopping Complex South Campus': '650 meters', 'Wipro circle': '6.6 km', 'Kanchi Gachibowli Road': '4.2 Km', 'Oakridge International School': '8.6 km', 'Sheraton Hyderabad Hotel': '6.2 km', 'Citizens Speaciality Hospital': '2.5 km', 'NH65': '6.9 km', 'Rai Durg Metro Station': '11.5 km', 'Rajiv Gandhi International Airport': '35.1 Km', 'Miyapur Metro Station': '13 km', 'Nehru Outer Ring Rd': '9.4 km', 'Lingampally Railway Station': '6.2 km', 'Indian School Of Business': '6.7 km', 'The Aparna Shopping Mall': '2 km'}"
Wave by Raghava,https://www.99acres.com/wave-by-raghava-tellapur-hyderabad-npxid-r419876,₹ 1.2 - 1.39 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1660 - 1930 sq.ft.', 'area_sub_heading_two': '(154.22 - 179.3 sq.m.)', 'price_heading': '₹ 1.2 - 1.39 Cr'}]",Towers|4|Floors|36|Units|1290|Total Project Area|8.27 acres (33.47K sq.m.)|Open Area|70 %,RAGHAVA PROJECTSBuilder,"['Bowling Alley', 'Foosball', 'Natural Pond', 'Swimming Pool', 'Theater Home', 'Football', 'Business Lounge', 'Reading Lounge', 'Golf Course']","{'Nehru Outer Ring Road': '4.8 Km', 'St.Xavier’s PG College': '7.4 Km', 'Sadhana Infinity International School': '7.5 Km', 'Tellapur Railway Station': '8.3 Km', 'Ocean Park': '10.2 Km', 'Sheraton Hyderabad Hotel': '10.6 Km', 'Continental Hospitals': '10.7 Km', 'Sohini IT Tech park': '12.2 Km', 'Sarath City Capital Mall': '14.7 Km', 'Gachibowli Stadium': '14.8 Km', 'Miyapur Metro Station': '15.9 Km', 'Rajiv Gandhi International Airport': '37.7 Km'}"
Sri Krishna County,https://www.99acres.com/sri-krishna-county-aminpur-hyderabad-npxid-r381407,₹ 55.25 - 58.25 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1105 - 1165 sq.ft.', 'area_sub_heading_two': '(102.66 - 108.23 sq.m.)', 'price_heading': '₹ 55.25 - 58.25 L'}]",Towers|2|Floors|5|Units|85|Total Project Area|0.87 acres (3.52K sq.m.),VR DevelopersBuilder,"['Waiting Lounge', 'Banquet Hall', 'Multipurpose Hall', 'Yoga/Meditation Area', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup']","{'Lakshmi Nivas Park': '2.5km', 'Vikas The Concept School': '5.6km', 'The Chennai Shopping Mall': '6.2km', 'Chanda Nagar Station': '7km', 'Lingampalli Station': '7.1km', 'Mirra Multispecialty Hospital': '10.1km', 'Sriven Mall': '10.4km'}"
Om Sree Sky Park,https://www.99acres.com/om-sree-sky-park-kompally-hyderabad-npxid-r399710,₹ 1.4 - 2.2 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1815 - 2235 sq.ft.', 'area_sub_heading_two': '(168.62 - 207.64 sq.m.)', 'price_heading': '₹ 1.4 - 1.72 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2600 - 2850 sq.ft.', 'area_sub_heading_two': '(241.55 - 264.77 sq.m.)', 'price_heading': '₹ 2.01 - 2.2 Cr'}]",Towers|10|Floors|2|Units|272|Total Project Area|3.9 acres (15.78K sq.m.),Om Sree Builders & Developers LLPBuilder,"['Infinity Pool', 'Swimming Pool', 'Theater Home', 'Lounge', 'RO System', 'ATM', 'Aerobics Centre', 'Waiting Lounge', 'Sauna']","{'NH 44': '1.1 Km', 'Sadhu Vaswani Int. School': '1.4 Km', 'Renova Hospitals': '2.7 Km', 'KLM Fashion Mall': '4 Km', 'Malla Reddy University': '8.2 Km', 'Paradise Metro Station': '12.6 Km', 'Begumpet Airport': '14.7 Km', 'Docca Stadium': '10.9 km', 'Vivanta Hyderabad, Begumpet': '15.7 Km', 'Begumpet Railway Station': '15.5 Km', 'Thrill City': '15.2 Km', 'Rajiv Gandhi International Airport': '50 Km'}"
Fortune Butterfly City,https://www.99acres.com/fortune-butterfly-city-kadthal-hyderabad-npxid-r235520,₹ 14.99 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1800 sq.ft.', 'area_sub_heading_two': '(167.23 sq.m.)', 'price_heading': '₹ 14.99 L'}]",Floors|2|Units|103|Total Project Area|5 acres (20.23K sq.m.),FORTUNE REALTYDealer,"['Swimming Pool', 'School', 'Restaurant', 'Spa', 'Billiards', 'Fountain', 'Library', 'Sun Deck', 'Party Lawn']","{'Bharat Petroleum Petrol Pump': '450 meters', 'IBP': '3.1 kms', 'Andhra Bank, Kadthal': '1.7 kms', 'CANARA BANK': '3.1 kms', 'Axis Bank ATM': '3.3 kms', 'Indecash ATM': '1.6 kms', 'Sri Satya Sai Hospital': '1.6 kms', 'Mucherla Main Road': '1.6 kms', 'Pragathi High School': '1.4 kms', 'Kadthal Police Station': '130 meters', 'SH 5': '550 meters', 'Annapurna Medical Hall': '1.5 kms', 'RCM PUC KADTHAL': '2.2 kms'}"
RRR Frontside,https://www.99acres.com/rrr-frontside-sangareddy-hyderabad-npxid-r422565,₹ 28.04 - 50.98 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1485 - 2700 sq.ft.', 'area_sub_heading_two': '(137.96 - 250.84 sq.m.)', 'price_heading': '₹ 28.04 - 50.98 L'}]",Units|210|Total Project Area|20 acres (80.94K sq.m.)|Open Area|95 %,Bhavya RealtorsDealer,"['Solar Lighting', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Senior Citizen Sitout']","{'Sai Grace High School': '7.6 Km', 'MNR University': '12.4 Km', 'Jyothi Multi Speciality Hospital': '9.0 Km', 'Trinetra Complex': '8.4 Km', 'Sangareddy Bypass': '700 M', 'Mumbai Highway': '2.0 Km', 'Parade Ground': '5.0 Km', 'Govt. Medical College': '7.0 Km', 'Samyukta intl. School': '8.0 Km', 'IIT Kandi': '12.0 Km', 'Thoshiba': '14.0 Km', 'BHEL': '37.0 Km', 'Rajiv Gandhi International Airport': '69.4 Km', 'ORR': '25.0 Km', 'Sangareddy Bustand': '6.0 Km'}"
Siri Sapta Varna,https://www.99acres.com/siri-sapta-varna-shad-nagar-hyderabad-npxid-r390162,Price on Request,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1152.28 - 8171.85 sq.ft.', 'area_sub_heading_two': '(107.05 - 759.19 sq.m.)', 'price_heading': 'Price on Request'}]",Units|279|Total Project Area|30 acres (121.41K sq.m.),SIRI SAMPADA TOWNSHIPS LLPBuilder,"['Solar Lighting', 'Banquet Hall', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Rain Water Harvesting', '24x7 Security', 'Club House', '24/7 Power Backup', '24/7 Water Supply']","{'Shadnagar Market Yard': '500 Mtr', 'NH 44': '600 Mtr', 'Montessori High School shadnagar': '3.5 Km', 'ABV Hospital': '4.5 Km', 'Shadnagar railway station': '4.8 Km', 'SLV Stadium': '6.6 Km', 'Microsoft Data Center': '13.3 Km', 'Symbiosis International University': '14 Km', 'Rajiv Gandhi International Airport': '40.8 Km', 'Financial District Nanakramguda': '54.1 km', 'Shadnagar Bus Station': '3.5 km', 'Statue Of Equality': '27.7 km'}"
Aparna Synergy,https://www.99acres.com/aparna-synergy-gundlapochampalli-hyderabad-npxid-r414088,₹ 77 L - 1.42 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1251 sq.ft.', 'area_sub_heading_two': '(116.22 sq.m.)', 'price_heading': '₹ 77 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1453 - 2307 sq.ft.', 'area_sub_heading_two': '(134.99 - 214.33 sq.m.)', 'price_heading': '₹ 89.43 L - 1.42 Cr'}]",Towers|15|Floors|27|Units|3345|Total Project Area|28 acres (113.31K sq.m.),APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,"['Swimming Pool', 'Sewage Treatment Plant', 'Rain Water Harvesting', '24x7 Security', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Lift(s)']","{'Hyderabad - Narsapur Road': '2 Km', 'Malla Reddy University': '5.9 Km', 'Ambitus World School - Hyderabad': '6.5 Km', 'Malla Reddy Narayana Hospital\xa0': '6.5 Km', 'Gundla Pochampally Railway Station': '11.3 Km', 'Zibe Hyderabad by GRT Hotels': '13 Km', 'JNTU College Metro Station': '13.3 Km', 'Sriven Mall': '16.6 Km', 'Begumpet Airport': '20.9 Km', 'PJR Stadium': '21.2 Km'}"
Sark South Meadows 1,https://www.99acres.com/sark-south-meadows-1-raviryal-hyderabad-npxid-r416281,₹ 1.8 - 1.84 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2350 - 2400 sq.ft.', 'area_sub_heading_two': '(218.32 - 222.97 sq.m.)', 'price_heading': '₹ 1.8 - 1.84 Cr'}]",Floors|2|Units|150|Total Project Area|10.5 acres (42.49K sq.m.),Sark Projects India Pvt LtdBuilder,"['Swimming Pool', 'Lounge', 'Volley Ball Court', 'Water Softener Plant', 'Squash Court', 'Wi-Fi Connectivity', 'Banquet Hall', 'Vastu Compliant', 'Sewage Treatment Plant']","{'Wonderla Amusement Park, Hyderabad': '1.3 Km', 'Nehru Outer Ring Rd': '1.7 Km', 'Northstar Airport Boulevard Commercial': '8.1 Km', 'Akshara International School Nadergul': '8.9 Km', 'Kapil Business Park': '9.2 Km', 'CVR College Of Engineering': '10.2 Km', 'Novotel Hyderabad Airport': '13.4 Km', 'Rajiv Gandhi International Airport': '16.4 Km', 'Falaknuma Rly Station': '17.3 Km'}"
Levonor Egeira,https://www.99acres.com/levonor-egeira-kollur-hyderabad-npxid-r407338,₹ 96.88 L - 1.66 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1550 - 2660 sq.ft.', 'area_sub_heading_two': '(144.0 - 247.12 sq.m.)', 'price_heading': '₹ 96.88 L - 1.66 Cr'}]",Towers|3|Floors|35|Units|744|Total Project Area|4.7 acres (19.02K sq.m.),LEVONOR LIFESPACES PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Salon', 'Sauna', 'Spa', 'Cafeteria', 'Banquet Hall', 'Multipurpose Court', 'Amphitheatre', 'Vastu Compliant']","{'Nagalapalli Rlwy station': '850 M', 'Nehru Outer Ring Road': '2.2 Km', 'Samashti International School': '3 Km', 'Aksha Hospitals|Multispeciality Hosp': '11.7 Km', 'BHEL Stadium, RC Puram': '12.6 Km', 'University of Hyderabad': '13.6 Km', 'Miyapur Metro Station': '18.6 Km', 'Emaar MGF Boulder Hills': '19.1 Km', 'The Business Park - by Pranava Group': '19.7 Km', 'Sarath City Capital Mall': '23.5 Km', 'Trident Hotel Hyderabad': '24.7 Km', 'Rajiv Gandhi International Airport': '41.8 Km', 'Fly Zone Hyderabad': '13.2 Km'}"
Organo Damaragidda,https://www.99acres.com/organo-damaragidda-chevella-hyderabad-npxid-r410708,₹ 2.75 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '3080 sq.ft.', 'area_sub_heading_two': '(286.14 sq.m.)', 'price_heading': '₹ 2.75 Cr'}]",Floors|3|Units|162|Total Project Area|25 acres (101.17K sq.m.)|Open Area|75 %,ORGANO ECO HABITATS PRIVATE LIMITEDBuilder,"['Food Court', 'Natural Pond', 'Swimming Pool', 'Flower Garden', 'Reading Lounge', 'Conference room', 'Solar Lighting', 'Solar Water Heating', 'Spa']","{'Vivekananda International School': '7.6 Kms', 'PIRMEC': '7.7 Kms', 'Dr. Patnam Mahender Reddy Hospital': '7.9 Kms', 'Rajiv Gandhi International Airport': '49.4 Kms', 'Shankarpalli': '26.5 Kms', 'Inorbit Mall Cyberabad': '48.2 Kms', 'NH 163': '2.4 Kms'}"
Reliance Courtyard,https://www.99acres.com/reliance-courtyard-shankarpally-hyderabad-npxid-r390161,₹ 53 - 53.25 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1262 - 1268 sq.ft.', 'area_sub_heading_two': '(117.24 - 117.8 sq.m.)', 'price_heading': '₹ 53 - 53.25 L'}]",Towers|1|Floors|7|Units|131|Total Project Area|1.09 acres (4.41K sq.m.),RELIANCE BUILDERSBuilder,"['Grocery Shop', 'Basketball Court', 'Multipurpose Hall', 'Indoor Games', 'Sewage Treatment Plant', 'Rain Water Harvesting', '24/7 Power Backup', 'Gymnasium', '24/7 Water Supply']","{'Gayathri Hospital': '1.5 Km', 'Lalitha Hospital': '1.5 Km', 'Shankarpalli': '2 Km', 'Prachin Global School': '6 Km', 'ICFAI University': '9 Km', 'Edulangulapalli': '14 km', 'Kollur ORR Junction': '15 Km'}"
Om Sree Gallaxy,https://www.99acres.com/om-sree-gallaxy-kompally-hyderabad-npxid-r397582,₹ 92 L - 1.59 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1285 sq.ft.', 'area_sub_heading_two': '(119.38 sq.m.)', 'price_heading': '₹ 92 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1445 - 2225 sq.ft.', 'area_sub_heading_two': '(134.24 - 206.71 sq.m.)', 'price_heading': '₹ 1.03 - 1.59 Cr'}]",Towers|20|Floors|14|Units|2010|Total Project Area|20 acres (80.94K sq.m.),Om Sree Builders & Developers LLPBuilder,"['Swimming Pool', 'Football', 'Golf Course', 'Volley Ball Court', 'Salon', 'ATM', 'Barbecue', 'Visitors Parking', 'Terrace Garden']","{'National Highway 44': '1.6 Km', 'DRS Int. School': '4.8 Km', 'Renova Hospitals': '5.5 Km', 'Malla Reddy University': '6.2 Km', 'The Chennai Shopping Mall': '7.1 Km', 'Cisf NISA golf ground': '9.9 Km', 'Docca Stadium': '11.6 Km', 'Aalankrita Resort': '12.1 Km', 'Paradise Metro Station': '14.9 Km', 'Secunderabad Junction': '16.9 Km', 'Begumpet Airport': '17.1 Km', 'Jalavihar Water Park': '18.8 Km', 'International Tech Park Hyderabad': '28.1 Km'}"
Sri Saikrishna Prime,https://www.99acres.com/sri-saikrishna-prime-kondapur-hyderabad-npxid-r403869,₹ 1.75 - 1.99 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1940 - 2210 sq.ft.', 'area_sub_heading_two': '(180.23 - 205.32 sq.m.)', 'price_heading': '₹ 1.75 - 1.99 Cr'}]",Towers|1|Floors|5|Total Project Area|0.4085986325 acres (1.65K sq.m.),SRI SAI KRISHNA CONSTRUCTIONSBuilder,"['Sewage Treatment Plant', 'Gated Community', '24/7 Water Supply', 'Car Parking', 'Internal Street Lights', 'Fire Fighting Systems']","{'AMB Mall': '1.5 Km', 'Hi Tex': '1.0 Km', 'Google Office': '800 M'}"
Arkala Life,https://www.99acres.com/arkala-life-tukkuguda-hyderabad-npxid-r404919,₹ 50.85 - 69.75 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1130 - 1550 sq.ft.', 'area_sub_heading_two': '(104.98 - 144.0 sq.m.)', 'price_heading': '₹ 50.85 - 69.75 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1567 - 1825 sq.ft.', 'area_sub_heading_two': '(145.58 - 169.55 sq.m.)', 'price_heading': 'Price on Request'}]",Towers|5|Floors|9|Units|288|Total Project Area|5 acres (20.23K sq.m.),Arkala Realty & Infrastrcuture Pvt LtdBuilder,"['Natural Pond', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Conference room', 'Salon', 'ATM', 'Barbecue']","{'Mahadev Shopping Mall': '700 m', 'SH 5': '1.1 Km', 'Hardware Park': '3.8 Km', 'Humming Bird Cricket Stadium': '6.7 Km', 'Wonderla Amusement Park': '7.2 Km', 'Novotel Hyderabad Airport': '8.9 Km', 'Rajiv Gandhi International Airport': '9.5 Km', 'BTR Golf Course': '10.1 Km', 'Delhi Public School - Aerocity': '11.6 Km', 'JIMS Hospital': '18.3 Km', 'Sri Konda Laxman  University': '19.5 Km', 'HBL Nagar train station': '27.7 Km'}"
