property_name,link,price,configuration,specifications,seller,facilities,advantages
Sai Keerthi Signature,https://www.99acres.com/sai-keerthi-signature-kondapur-hyderabad-npxid-r371104,₹ 1.22 - 1.7 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '1525 - 2120 sq.ft.', 'area_sub_heading_two': '(141.68 - 196.95 sq.m.)', 'price_heading': '₹ 1.22 - 1.7 Cr'}]",Towers|2|Floors|12|Units|168|Total Project Area|1.64 acres (6.64K sq.m.),Sri Nainika PropertiesDealer,"['Swimming Pool', 'Lounge', 'Waiting Lounge', 'Banquet Hall', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Jogging Track', '24x7 Security']","{'University of Hyderabad': '6 Minutes Drive', 'IIT': '8 Minutes Drive', 'Botanical Garden': '9 Minutes Drive', 'Sreenidhi Global School': '8 Minutes Drive', 'KIMS Hospitals': '11 Minutes Drive', 'SBI': '14 Minutes Drive', 'Kids Play Park': '14 Minutes Drive', 'Sarath City Capital Mall': '14 Minutes Drive', 'Arbor International School': '6 Minutes Drive', 'Government Area Hospital': '8 Minutes Drive', 'Gautami Enclave Park': '5 Minutes Drive', 'RTA Office': '8 Minutes Drive', 'Minerva Grand': '15 Minutes Drive', 'Kondapur': '5 Minutes Drive'}"
Advaitas Vibha,https://www.99acres.com/advaitas-vibha-osman-nagar-hyderabad-npxid-r408445,₹ 59.45 L - 1.15 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1025 - 1330 sq.ft.', 'area_sub_heading_two': '(95.23 - 123.56 sq.m.)', 'price_heading': '₹ 59.45 - 77.14 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1570 - 1990 sq.ft.', 'area_sub_heading_two': '(145.86 - 184.88 sq.m.)', 'price_heading': '₹ 91.06 L - 1.15 Cr'}]",Towers|1|Floors|10|Units|120|Total Project Area|1.47 acres (5.95K sq.m.),Sri Nainika PropertiesDealer,"['Swimming Pool', 'Visitors Parking', 'Pool Table', 'Banquet Hall', 'Cricket Pitch', 'Toddler Pool', 'Community Hall', 'Table Tennis', 'Entrance Lobby']","{'Airport': '30 minutes', 'Financial District': '15 minutes', 'Lingampally MMTS': '15 minutes', 'Railway Station': '15 minutes', 'Osman Nagar Road': '1.9km', 'St.Xavier PG College': '2.3km', 'Orangee School Of Excellence': '2.7km', 'Aksha Hospitals': '3.5km', 'Telapur Railway Station': '8.4km'}"
Signature Altius,https://www.99acres.com/signature-altius-kollur-hyderabad-npxid-r375404,₹ 75.59 L - 1.32 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1260 - 1420 sq.ft.', 'area_sub_heading_two': '(117.06 - 131.92 sq.m.)', 'price_heading': '₹ 75.59 - 85.19 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1550 - 2200 sq.ft.', 'area_sub_heading_two': '(144.0 - 204.39 sq.m.)', 'price_heading': '₹ 92.98 L - 1.32 Cr'}]",Towers|3|Floors|11|Units|542|Total Project Area|5 acres (20.23K sq.m.)|Open Area|60 %,Sri Nainika PropertiesDealer,"['Swimming Pool', 'Medical Centre', 'Salon', 'ATM', 'Aerobics Centre', 'Card Room', 'Pergola', 'Spa', 'Water Softener Plant']","{'Delhi Public School , Kollur': '450 Meters', 'Nagalapalli Rly Station': '2.8 Km', 'Nehru Outer Ring Rd': '4.9 Km', 'Stadium of Hope': '10.2 Km', 'Shree Hospital': '10.4 Km', 'St.Xavier’s PG College': '10.6 Km', 'GSM Mall & Multiplex': '16.8 Km', 'Rajiv Gandhi International Airport': '43.9 Km'}"
SR West City,https://www.99acres.com/sr-west-city-kollur-hyderabad-npxid-r423890,₹ 99 L - 1.55 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2000 - 2650 sq.ft.', 'area_sub_heading_two': '(185.81 - 246.19 sq.m.)', 'price_heading': '₹ 99 L - 1.33 Cr'}, {'config_band_label': '5 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2495 - 3242 sq.ft.', 'area_sub_heading_two': '(231.79 - 301.19 sq.m.)', 'price_heading': '₹ 1.2 - 1.55 Cr'}]",Units|6|Total Project Area|0.1033058 acres (418.06K sq.m.)|Open Area|70 %,SureshDealer,"['Club House', 'Car Parking']",{}
JSR Zircon 1,https://www.99acres.com/jsr-zircon-1-shad-nagar-hyderabad-npxid-r385668,₹ 27.42 - 75.95 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1543.22 - 4274.35 sq.ft.', 'area_sub_heading_two': '(143.37 - 397.1 sq.m.)', 'price_heading': '₹ 27.42 - 75.95 L'}]",Units|48|Total Project Area|4.4999990361 acres (18.21K sq.m.),SRI TEJA TECHNOLOGIESDealer,"['Vastu Compliant', 'Sewage Treatment Plant', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', 'Internal Street Lights']","{'Omkar Sahithi Vidyalaya': '270 m', 'Vivekananda Degree College': '450 m', 'Rajiv Gandhi International Airport': '31.1 Km', 'Shadnagar Railway Station': '1.2 Km', 'ABV Hospital Multispecialty Hospital': '1.5 Km', 'Countryside Resorts': '3.7 Km', 'New Maharaja Water Park': '11 Km', 'Hyderabad Shadnagar Road': '10 m', 'Natco Pharma Limited': '8.7 Km', 'DLF Garden City': '9.1 Km', 'ISRO Center': '5.8 Km', 'Johnson & Johnson Penjerla': '16.1 Km', 'JIMS Hospital': '19.7 Km', 'TCS': '10.6 Km'}"
Navayuga Godavari,https://www.99acres.com/navayuga-godavari-begumpet-hyderabad-npxid-r403580,₹ 5.43 - 8.17 Cr,"[{'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '4025 - 6050 sq.ft.', 'area_sub_heading_two': '(373.93 - 562.06 sq.m.)', 'price_heading': '₹ 5.43 - 8.17 Cr'}]",Floors|12|Total Project Area|2.77 acres (11.21K sq.m.),JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,"['Infinity Pool', 'Conference room', 'Salon', 'Aerobics Centre', 'Restaurant', 'Waiting Lounge', 'Sauna', 'Steam Room', 'Creche/Day care']",{}
Frontline Seven,https://www.99acres.com/frontline-seven-kokapet-hyderabad-npxid-r350933,₹ 1.05 - 1.73 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1330 - 1345 sq.ft.', 'area_sub_heading_two': '(123.56 - 124.95 sq.m.)', 'price_heading': '₹ 1.05 - 1.06 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1935 - 2185 sq.ft.', 'area_sub_heading_two': '(179.77 - 202.99 sq.m.)', 'price_heading': '₹ 1.53 - 1.73 Cr'}]",Towers|6|Floors|12|Units|670|Total Project Area|6.84 acres (27.68K sq.m.),JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,"['Clinic', 'Swimming Pool', 'ATM', 'Card Room', 'Solar Water Heating', 'Water Softener Plant', 'Grocery Shop', 'Cricket Pitch', 'Lawn Tennis Court']","{'Ocean Park': '700 m', 'Rockwell International School': '1.6 km', 'Green Gas': '1.6 km', 'Vislon Pharmacy': '1.8 km', 'Scotch Mart': '2.1 km', 'Phoenix Greens Int. School': '2.1 km', 'Gandipet': '2.2 km', 'MGIT': '2.4 km', 'Chaitanya Bharathi Institute': '2.7 km', 'Osman Sagar': '2.8 km', 'ICICI Bank': '2.9 km', 'Apollo Pharmacy': '3.2 km', 'HDFC Bank': '4.1 km', 'Lake Walking Trail': '4.9 km', 'Ayurvan Waterside': '5 km'}"
RNP 1,https://www.99acres.com/rnp-1-kondapur-hyderabad-npxid-r381193,₹ 1.36 - 1.96 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1585 - 2285 sq.ft.', 'area_sub_heading_two': '(147.25 - 212.28 sq.m.)', 'price_heading': '₹ 1.36 - 1.96 Cr'}]",Towers|2|Floors|16|Units|195|Total Project Area|2 acres (8.09K sq.m.),JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,"['Swimming Pool', 'Business Lounge', 'Medical Centre', 'Conference room', 'Salon', 'Solar Lighting', 'ATM', 'Aerobics Centre', 'Card Room']",{}
Eeshanyas SDR Heights,https://www.99acres.com/eeshanyas-sdr-heights-shad-nagar-hyderabad-npxid-r398520,₹ 33 - 80.37 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1485.42 - 3616.67 sq.ft.', 'area_sub_heading_two': '(138.0 - 336.0 sq.m.)', 'price_heading': '₹ 33 - 80.37 L'}]",Units|237|Total Project Area|17.999 acres (72.84K sq.m.),Keyxo properties India Pvt ltd.RERA Registered Dealer,"['Vastu Compliant', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Open Space']",{}
Kinetic Palazzo,https://www.99acres.com/kinetic-palazzo-gachibowli-hyderabad-npxid-r388678,₹ 72.31 L - 1.29 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1048 - 1439 sq.ft.', 'area_sub_heading_two': '(97.36 - 133.69 sq.m.)', 'price_heading': '₹ 72.31 - 99.29 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1557 - 1871 sq.ft.', 'area_sub_heading_two': '(144.65 - 173.82 sq.m.)', 'price_heading': '₹ 1.07 - 1.29 Cr'}]",Towers|3|Floors|8|Units|147|Total Project Area|1.52 acres (6.15K sq.m.),ONE ROOF INFRADealer,"['Waiting Lounge', 'Badminton Court', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Club House']","{'Sadhana Infinity International School': '1 Km', 'Chandanagar Railway Station': '4.2 Km', 'Mumbai Highway': '4.8 Km', 'University of Hyderabad': '5.3 Km', 'Miyapur Central': '6.1 Km', 'Medicover Hospitals': '7.4 Km', 'Gachibowli Stadium': '9 Km', 'Siesta Hitech Hyderabad': '9.6 Km', 'HITEC City Metro Station': '11.3 Km', 'Silver Oak Kala Jyothi Golf Course': '12.2 Km', 'Ascendas IT Park': '12.7 Km', 'Ocean Park': '14.8 Km', 'Begumpet Airport': '24.4 Km'}"
The Rising,https://www.99acres.com/the-rising-maheshwaram-hyderabad-npxid-r415209,₹ 35.94 - 43.04 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1797.57 - 2152.78 sq.ft.', 'area_sub_heading_two': '(167.0 - 200.0 sq.m.)', 'price_heading': '₹ 35.94 - 43.04 L'}]",Units|75|Total Project Area|6.72 acres (27.19K sq.m.),Adrustar Developers Pvt LtdDealer,"['Vastu Compliant', 'Rain Water Harvesting', 'Landscape Garden', ""Children's Play Area"", 'Internal Street Lights']",{}
Iconic Metro County,https://www.99acres.com/iconic-metro-county-tukkuguda-hyderabad-npxid-r422866,₹ 38.07 - 55.01 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1557 - 2250 sq.ft.', 'area_sub_heading_two': '(144.65 - 209.03 sq.m.)', 'price_heading': '₹ 38.07 - 55.01 L'}]",Units|87,ICONIC INFRA GROUPDealer,"['Vastu Compliant', 'Rain Water Harvesting', '24/7 Water Supply', ""Children's Play Area"", 'Car Parking', 'Internal Street Lights']","{'Amazon Data Centre': '2 Km', 'Pharma City Residential Township': '3 Km', 'ORR': '12 Km', 'Wonderla': '14 Km', 'Adibatla': '15 Km', 'TCS': '15 Km', 'FOXCONN': '15 Km', 'Hyderabad Airport': '18 Km'}"
Western Springs,https://www.99acres.com/western-springs-puppalaguda-hyderabad-npxid-r401678,₹ 2.02 - 3.23 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2185 - 3490 sq.ft.', 'area_sub_heading_two': '(202.99 - 324.23 sq.m.)', 'price_heading': '₹ 2.02 - 3.23 Cr'}]",Towers|7|Floors|36|Units|1491|Total Project Area|13.140256152 acres (53.18K sq.m.),TSR PropertiesDealer,"['Swimming Pool', 'Barbecue', 'Pergola', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']","{'Keystone International School': '2.1 Km', 'Continental Hospitals': '2.3 Km', 'Hyatt Hyderabad Gachibowli': '2.3 Km', 'Sohini IT Tech park': '2.7 Km', 'Nehru Outer Ring Road': '3 Km', 'Maulana Azad National Urdu University': '4.6 Km', 'Raidurg Metro Station': '6.4 Km', 'Gachibowli Stadium': '6.9 Km', 'Inorbit Mall Cyberabad': '7.5 Km', 'Ocean Park': '8.2 Km', 'Hyderabad Golf Club': '10.2 Km', 'Hi-Tech City Railway Station': '12.3 Km', 'Begumpet Airport': '19.3 Km'}"
GHR Titania,https://www.99acres.com/ghr-titania-kondapur-hyderabad-npxid-r355142,₹ 1.05 - 2.04 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1284 sq.ft.', 'area_sub_heading_two': '(119.29 sq.m.)', 'price_heading': '₹ 1.05 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1632 - 2509 sq.ft.', 'area_sub_heading_two': '(151.62 - 233.09 sq.m.)', 'price_heading': '₹ 1.33 - 2.04 Cr'}]",Towers|4|Floors|10|Units|480|Total Project Area|4.7 acres (19.02K sq.m.),GHR InfraBuilder,"['Car wash area', 'Swimming Pool', 'Laundry', 'Reading Lounge', 'Conference room', 'Solar Lighting', 'ATM', 'Aerobics Centre', 'Barbecue']","{'Supreme Trampoline Park': '2.8 Km', 'Pranaam Hospitals': '3.5 Km', 'University of Hyderabad': '3.9 Km', 'Chandanagar Railway Station': '4.2 Km', 'Mumbai Hwy': '4.9 Km', 'GSM Mall & Multiplex': '5.5 Km', 'Miyapur Metro': '5.7 Km', 'PJR Stadium': '6.4 Km', 'ST.Peters Public School': '7.2 Km', 'Novotel Hyderabad Convention Centre': '8.6 Km', 'Silver Oak Kala Jyothi Golf Course': '9 Km', 'International Tech Park Hyderabad': '10.7 Km', 'Begumpet Airport': '18.5 Km'}"
Qubic West Winds,https://www.99acres.com/qubic-west-winds-bandlaguda-jagir-hyderabad-npxid-r414990,₹ 72.79 - 91.06 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1255 - 1285 sq.ft.', 'area_sub_heading_two': '(116.59 - 119.38 sq.m.)', 'price_heading': '₹ 72.79 - 74.53 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1570 sq.ft.', 'area_sub_heading_two': '(145.86 sq.m.)', 'price_heading': '₹ 91.06 L'}]",Towers|1|Floors|5|Units|20|Total Project Area|0.219716221 acres (889.16K sq.m.),SQUARE SELECT ESTATES LLPRERA Registered Dealer,"['Earthquake Resistant', 'Gated Community', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking', 'Senior Citizen Sitout']","{'Don Bosco School': '2.1 km', 'Continental Hospital': '11.3 km', 'Dr Ambedkar Open University': '15.3 km', 'Inorbit Cyberabad': '15.6 km', 'Borabanda': '19 km', 'RGI Airport': '19.3 km', 'NH 163': '1.1 km', 'Sarvatra Indoor Stadium': '5.9 km', 'Hyderabad Golf Club': '9.2 km'}"
Infocity Majestic,https://www.99acres.com/infocity-majestic-kismathpur-hyderabad-npxid-r414851,₹ 51.86 L - 1.14 Cr,"[{'config_band_label': '1 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '910 sq.ft.', 'area_sub_heading_two': '(84.54 sq.m.)', 'price_heading': '₹ 51.86 L'}, {'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1045 - 1880 sq.ft.', 'area_sub_heading_two': '(97.08 - 174.66 sq.m.)', 'price_heading': '₹ 59.55 L - 1.07 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1270 - 1995 sq.ft.', 'area_sub_heading_two': '(117.99 - 185.34 sq.m.)', 'price_heading': '₹ 72.38 L - 1.14 Cr'}]",Towers|1|Floors|8|Total Project Area|0.8 acres (3.24K sq.m.),SQUARE SELECT ESTATES LLPRERA Registered Dealer,"['Swimming Pool', 'Solar Lighting', 'Barbecue', 'Solar Water Heating', 'Pool Table', 'Billiards', 'Cricket Pitch', 'Multipurpose Court', 'Party Lawn']","{'New Little Scholar School': '450m', 'Shadan Hospital': '2.8km', 'Sarath City Capital Mall': '16.1km', 'Umdanagar Railway Station': '12.8km', 'Raidurg Metro Station': '16.3km', 'The Hyderabad Golf Club': '11km', 'Sarvatra Indoor Sports Stadium': '7.7km', 'Academy of Management Studies': '2.2km', 'Hyderabad International Airport': '23.8km', 'Escape Water Park': '10.7km', 'Hyatt Hyderabad Gachibowli': '12.6km', 'Nehru Outer Ring Rd': '4.1km'}"
Sunshine Destino,https://www.99acres.com/sunshine-destino-financial-district-hyderabad-npxid-r405381,₹ 1.13 - 2.91 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1304 - 1451 sq.ft.', 'area_sub_heading_two': '(121.15 - 134.8 sq.m.)', 'price_heading': '₹ 1.13 - 1.26 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1720 - 2841 sq.ft.', 'area_sub_heading_two': '(159.79 - 263.94 sq.m.)', 'price_heading': '₹ 1.5 - 2.47 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3165 - 3345 sq.ft.', 'area_sub_heading_two': '(294.04 - 310.76 sq.m.)', 'price_heading': '₹ 2.75 - 2.91 Cr'}]",Floors|11|Units|537|Total Project Area|5.5 acres (22.26K sq.m.),PROPERTY GOOGLER LLPRERA Registered Dealer,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Conference room', 'ATM', 'Aerobics Centre', 'Barbecue', 'Restaurant', 'Sauna']","{'Nehru Outer Ring Road': '2.7 Km', 'Hyatt Hyderabad Gachibowli': '2.9 Km', 'Continental Hospitals': '3.1 Km', 'Oakridge International School': '3.4 Km', 'Maulana Azad National Urdu University': '4.9 Km', 'Raidurg Metro Station': '6.6 Km', 'Atrium Mall': '6.9 Km', 'Gachibowli Stadium': '7.1 Km', 'International Tech Park Hyderabad': '7.2 Km', 'Ocean Park': '7.6 Km', 'Hafizpet Railway station': '10.1 Km', 'Hyderabad Golf Club': '10.4 Km', 'Begumpet Airport': '17.8 Km', 'Rajiv Gandhi International Airport': '30.3 Km'}"
Surakshaa Elite,https://www.99acres.com/surakshaa-elite-taramatipet-hyderabad-npxid-r423849,₹ 30 - 40 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1350 - 1800 sq.ft.', 'area_sub_heading_two': '(125.42 - 167.23 sq.m.)', 'price_heading': '₹ 30 - 40 L'}]",Units|240|Total Project Area|30 acres (121.41K sq.m.),Naresh kumarDealer,[],{}
Devi Golden Leaves Villas,https://www.99acres.com/devi-golden-leaves-villas-uppal-hyderabad-npxid-r326919,₹ 2.24 - 3.66 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '2362 - 2991 sq.ft.', 'area_sub_heading_two': '(219.44 - 277.87 sq.m.)', 'price_heading': '₹ 2.24 - 2.84 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '3579 - 3850 sq.ft.', 'area_sub_heading_two': '(332.5 - 357.68 sq.m.)', 'price_heading': '₹ 3.4 - 3.66 Cr'}]",Floors|2|Units|235|Total Project Area|1.72 acres (6.96K sq.m.),Sai Dealer,"['Swimming Pool', 'Pergola', 'Fountain', 'Club House', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]",{}
Navya Symphony,https://www.99acres.com/navya-symphony-bachupally-hyderabad-npxid-r413091,₹ 82.16 L - 1.08 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1494 - 1962 sq.ft.', 'area_sub_heading_two': '(138.8 - 182.28 sq.m.)', 'price_heading': '₹ 82.16 L - 1.08 Cr'}]",Towers|1|Floors|9|Units|122|Total Project Area|1.079067193 acres (4.37K sq.m.)|Open Area|70 %,KrishnaDealer,"['Sewage Treatment Plant', 'Rain Water Harvesting', '24/7 Water Supply', 'Fire Fighting Systems']","{'Aashriwad English Medium School': '2 km', 'Pranaam Hospital': '7.6 km', 'University of Hyderabad': '13 km', 'Bhel Halt': '13.6 km', 'Begumpet Airport': '21.3 km', 'Manjeera Mall': '9.2 km', 'Nehru Outer Ring Road': '19.4 km', 'PJR Stadium': '10.3 km', 'Miyapur': '6.8 km', 'IQBC IQ Business Center': '9.5 km'}"
Sobha Waterfront,https://www.99acres.com/sobha-waterfront-somajiguda-hyderabad-npxid-r402037,₹ 3.07 - 5.18 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1948 - 2699 sq.ft.', 'area_sub_heading_two': '(180.98 - 250.75 sq.m.)', 'price_heading': '₹ 3.07 - 4.25 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '3045 - 3287 sq.ft.', 'area_sub_heading_two': '(282.89 - 305.37 sq.m.)', 'price_heading': '₹ 4.8 - 5.18 Cr'}]",Towers|4|Floors|15|Units|238|Total Project Area|4.1 acres (16.59K sq.m.),Yes PropertyRERA Registered Dealer,"['Swimming Pool', 'Aerobics Centre', 'Multipurpose Court', 'Vastu Compliant', 'Badminton Court', 'Entrance Lobby', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games']","{'Yashoda Hospitals - Somajiguda': '1.5 Km', 'Mumbai Highway': '2.5 Km', 'Hyderabad Central Mall': '2.5 Km', 'ITC Kakatiya': '3.5 Km', 'Mount Banyan Global School': '4.2 Km', 'Panjagutta Metro Station': '4.3 Km', 'LB Stadium': '4.3 Km', 'Potti Sreeramulu Telugu University': '5.1 Km', 'Jalavihar Water Park': '6.3 Km', 'Borabanda Railway Station': '9.4 Km', 'Dallas IT park': '12.4 Km', 'Hyderabad Golf Club': '12.8 Km', 'Rajiv Gandhi International Airport': '33.5 Km'}"
