property_name,seller,facilities,advantages,column0,column1,column2,column3,column4,column5,floors,units,total project area,towers,open area,address
Praneeth Pranav Daffodils,PRANEETH GROUPBuilder,28,11.47777778,2,Apartment,Super Built-up Area,1350.5,(101.82 - 149.11 sq.m.),0.68865,5,231,3.83,3,,"mallampet,hyderabad"
Praneeth Pranav Daffodils,PRANEETH GROUPBuilder,28,11.47777778,3,Apartment,Super Built-up Area,1697.5,(128.76 - 186.64 sq.m.),0.86335,5,231,3.83,3,,"mallampet,hyderabad"
SMR Vinay Iconia,S SathishDealer,22,7.708333333,2,Apartment,Super Built-up Area,1470,(126.35 - 146.79 sq.m.),1.275,35,2400,22,11,75%,"kondapur,hyderabad"
SMR Vinay Iconia,S SathishDealer,22,7.708333333,3,Apartment,Super Built-up Area,2087.5,(146.79 - 241.08 sq.m.),1.805,35,2400,22,11,75%,"kondapur,hyderabad"
SMR Vinay Iconia,S SathishDealer,22,7.708333333,4,Apartment,Super Built-up Area,2695,(229.01 - 271.74 sq.m.),2.33,35,2400,22,11,75%,"kondapur,hyderabad"
Urbanrise The World of Joy,Lorven Corporate Private limitedRERA Registered Dealer,31,16.80769231,2,Apartment,Carpet Area,1348,(125.23 sq.m.),0.8762,42,1123,10.67,5,,"miyapur,hyderabad"
Urbanrise The World of Joy,Lorven Corporate Private limitedRERA Registered Dealer,31,16.80769231,3,Apartment,Carpet Area,1586,(123.84 - 170.85 sq.m.),1.03325,42,1123,10.67,5,,"miyapur,hyderabad"
Urbanrise The World of Joy,Lorven Corporate Private limitedRERA Registered Dealer,31,16.80769231,4,Apartment,Carpet Area,2324,(214.51 - 217.3 sq.m.),1.51,42,1123,10.67,5,,"miyapur,hyderabad"
Ramky One Harmony,Ramky Estates & Farms LtdBuilder,20,8.833333333,2,Apartment,Super Built-up Area,1225,(107.3 - 120.31 sq.m.),0.953,9,803,8.1,7,,"nagar,hyderabad"
Ramky One Harmony,Ramky Estates & Farms LtdBuilder,20,8.833333333,3,Apartment,Super Built-up Area,1492.5,(129.14 - 148.18 sq.m.),1.095,9,803,8.1,7,,"nagar,hyderabad"
Bricks Marvella,Bricks Ramabhupal Projects LLPBuilder,10,11.23,2,Apartment,Super Built-up Area,1480,(128.67 - 146.32 sq.m.),0.9939,32,544,4.168759214,2,,"tellapur,hyderabad"
Bricks Marvella,Bricks Ramabhupal Projects LLPBuilder,10,11.23,3,Apartment,Super Built-up Area,2132.5,(166.76 - 229.47 sq.m.),1.425,32,544,4.168759214,2,,"tellapur,hyderabad"
Bricks Marvella,Bricks Ramabhupal Projects LLPBuilder,10,11.23,4,Apartment,Super Built-up Area,3570,(331.66 sq.m.),2.39,32,544,4.168759214,2,,"tellapur,hyderabad"
Sree Kalpa Luxor,Synergy ConsultingDealer,20,13.29090909,2,Apartment,Super Built-up Area,1286.5,(111.86 - 127.18 sq.m.),0.7332,13,296,2.03,2,,"Pragathi nagar,hyderabad"
Sree Kalpa Luxor,Synergy ConsultingDealer,20,13.29090909,3,Apartment,Super Built-up Area,1706.5,(140.28 - 176.79 sq.m.),0.97025,13,296,2.03,2,,"Pragathi nagar,hyderabad"
Haimi Nirvana,HAIMI NIRVANADealer,12,12.63076923,2,Apartment,Super Built-up Area,1242.5,(110.46 - 120.4 sq.m.),0.7178,5,,0.749989543,1,,"Pragathi nagar,hyderabad"
Haimi Nirvana,HAIMI NIRVANADealer,12,12.63076923,3,Apartment,Super Built-up Area,1545.5,(140.0 - 147.16 sq.m.),0.89285,5,,0.749989543,1,,"Pragathi nagar,hyderabad"
Janapriya Nile Valley,JANAPRIYA TOWNSHIPS PRIVATE LIMITEDBuilder,26,9.055555556,2,Apartment,Super Built-up Area,1137.5,(91.97 - 119.38 sq.m.),0.83405,10,2400,25,10,55%,"madinaguda,hyderabad"
Janapriya Nile Valley,JANAPRIYA TOWNSHIPS PRIVATE LIMITEDBuilder,26,9.055555556,3,Apartment,Super Built-up Area,1500,(126.81 - 151.9 sq.m.),1.18,10,2400,25,10,55%,"madinaguda,hyderabad"
Janapriya Lake Front Apartments,JANAPRIYA PROJECTS PRIVATE LIMITEDBuilder,25,,2,Apartment,Super Built-up Area,885,(75.25 - 89.19 sq.m.),0.5042,10,920,5.83,5,,"kapra,hyderabad"
Janapriya Lake Front Apartments,JANAPRIYA PROJECTS PRIVATE LIMITEDBuilder,25,,3,Apartment,Super Built-up Area,1147.5,(101.73 - 111.48 sq.m.),0.6392,10,920,5.83,5,,"kapra,hyderabad"
GK s Ram s Arcade,GK DevelopersBuilder,11,1.248,3,Apartment,Super Built-up Area,2283,(210.8 - 213.4 sq.m.),1.2,5,10,0.161241204,1,,"kapra,hyderabad"
Sattva Lake Ridge,Urban One RealtyDealer,20,7.7,3,Apartment,Super Built-up Area,3133.5,(199.93 - 382.3 sq.m.),3.51,37,,6.323451422,6,,"kokapet,hyderabad"
Sattva Lake Ridge,Urban One RealtyDealer,20,7.7,4,Apartment,Super Built-up Area,4624.5,(370.03 - 489.23 sq.m.),5.18,37,,6.323451422,6,,"kokapet,hyderabad"
Sattva Lake Ridge,Urban One RealtyDealer,20,7.7,5,Apartment,Super Built-up Area,5472,(508.37 sq.m.),6.13,37,,6.323451422,6,,"kokapet,hyderabad"
Prestige Tranquil,THE FINDPROPERTIESDealer,21,7.976923077,3,Apartment,Super Built-up Area,1719.5,(129.14 - 190.36 sq.m.),1.89,34,906,7.85,4,,"kokapet,hyderabad"
Avantikas Pushyami,Avantika DevelopersBuilder,22,9.14375,2,Apartment,Carpet Area,455,(84.12 sq.m.),0.5255,5,20,0.183441151,1,,"jagir,hyderabad"
Modi Edifice,Modi BuildersBuilder,19,14.12307692,3,Apartment,Super Built-up Area,1449,(134.62 sq.m.),0.739,13,611,5,2,,"bachupally,hyderabad"
Modi Esteem,Modi BuildersBuilder,21,11.15,2,Apartment,Super Built-up Area,927,(79.71 - 92.53 sq.m.),0.4635,12,934,5.57,2,,"mallampet,hyderabad"
Modi Paradise,Modi BuildersBuilder,28,10.775,2,Apartment,Super Built-up Area,857,(68.84 - 90.39 sq.m.),0.4285,5,326,4,5,,"hayathnagar,hyderabad"
Modi Paradise,Modi BuildersBuilder,28,10.775,3,Apartment,Super Built-up Area,1240,(106.47 - 123.93 sq.m.),0.62,5,326,4,5,,"hayathnagar,hyderabad"
Modi Sterling Heights,Modi BuildersBuilder,25,2.395333333,3,Apartment,Super Built-up Area,1566.5,(129.41 - 161.65 sq.m.),0.80325,12,648,6.57,8,,"kompally,hyderabad"
Modi Lake View,Modi BuildersBuilder,22,8.755555556,2,Apartment,Super Built-up Area,1042.5,(85.1 - 108.6 sq.m.),0.52125,,371,3.25,,,"shamshabad,hyderabad"
Modi Lotus Homes,Modi BuildersBuilder,24,2.455,1,Apartment,Super Built-up Area,558,(51.47 - 52.21 sq.m.),0.25665,5,522,4,8,,"Nagaram village,secunderabad"
Modi Lotus Homes,Modi BuildersBuilder,24,2.455,2,Apartment,Super Built-up Area,741,(68.84 sq.m.),0.3409,5,522,4,8,,"Nagaram village,secunderabad"
Modi Lotus Homes,Modi BuildersBuilder,24,2.455,3,Apartment,Super Built-up Area,1087.5,(99.41 - 102.66 sq.m.),0.50025,5,522,4,8,,"Nagaram village,secunderabad"
Anvita Ivana,Sri Nainika PropertiesDealer,15,11.55,2,Apartment,Carpet Area,860.6666667,(115.0 - 117.06 sq.m.),0.8117,16,420,3.259782069,2,,"kollur,hyderabad"
Anvita Ivana,Sri Nainika PropertiesDealer,15,11.55,3,Apartment,Carpet Area,1395.333333,(156.0 - 231.33 sq.m.),1.355,16,420,3.259782069,2,,"kollur,hyderabad"
Vasavi Metropolis,VASAVI INFRACON LLPBuilder,23,6.191666667,2,Apartment,Super Built-up Area,1130,(98.94 - 111.02 sq.m.),0.71175,17,307,2.17,1,70%,"uppal,hyderabad"
Vasavi Metropolis,VASAVI INFRACON LLPBuilder,23,6.191666667,3,Apartment,Super Built-up Area,1662.5,(128.21 - 180.7 sq.m.),1.04965,17,307,2.17,1,70%,"uppal,hyderabad"
Goldenkey Meraki,GOLDENKEY VENTURES PRIVATE LIMITEDBuilder,21,12.78333333,2,Apartment,Super Built-up Area,1290,(105.44 - 134.24 sq.m.),0.73515,8,280,2.5,2,,"bachupally,hyderabad"
Goldenkey Meraki,GOLDENKEY VENTURES PRIVATE LIMITEDBuilder,21,12.78333333,3,Apartment,Super Built-up Area,1812.5,(161.65 - 175.12 sq.m.),1.0308,8,280,2.5,2,,"bachupally,hyderabad"
Continental Platinum Nest,Continental DevelopersBuilder,24,1.28,2,Apartment,Super Built-up Area,1251,(116.22 sq.m.),0.7129,5,10,0.107777483,1,,"Bandlaguda jagir,hyderabad"
Continental Platinum Nest,Continental DevelopersBuilder,24,1.28,3,Apartment,Super Built-up Area,1636,(150.41 - 153.57 sq.m.),0.93235,5,10,0.107777483,1,,"Bandlaguda jagir,hyderabad"
Praneeth Pranav Townsquare,PRANEETH GROUPBuilder,23,4.59,2,Apartment,Super Built-up Area,850.3333333,(107.8 - 125.98 sq.m.),,5,527,6,4,,"bachupally,hyderabad"
Praneeth Pranav Townsquare,PRANEETH GROUPBuilder,23,4.59,3,Apartment,Super Built-up Area,1554,(144.37 sq.m.),1.04,5,527,6,4,,"bachupally,hyderabad"
Surya Classic,OPC PVT LTDDealer,0,,2,Apartment,Super Built-up Area,1075,(91.97 - 107.77 sq.m.),0.48375,5,55,0.5834504,1,,"gajulramaram,hyderabad"
My Home Apas,PROPERTY GOOGLER LLPRERA Registered Dealer,19,9.538461538,2,Apartment,Super Built-up Area,2705,(238.3 - 264.31 sq.m.),2.76,44,1338,13.52,6,,"kokapet,hyderabad"
My Home Apas,PROPERTY GOOGLER LLPRERA Registered Dealer,19,9.538461538,3,Apartment,Super Built-up Area,3312.5,(256.88 - 358.61 sq.m.),3.38,44,1338,13.52,6,,"kokapet,hyderabad"
Aditi Sri Shiva Balaji Elite,ADITI AVENUESDealer,11,18.88571429,2,Apartment,Carpet Area,1215,(112.88 sq.m.),,5,20,,1,,"isnapur,hyderabad"
S R Rain Forest,Krishna ReddyDealer,24,,2,Apartment,Super Built-up Area,1260.5,(111.58 - 122.63 sq.m.),0.84455,5,68,0.663119641,3,,"manikonda,hyderabad"
S R Rain Forest,Krishna ReddyDealer,24,,3,Apartment,Super Built-up Area,1575.5,(145.95 - 146.79 sq.m.),1.055,5,68,0.663119641,3,,"manikonda,hyderabad"
Saanvi Athena Homes,Krishna ReddyDealer,22,10.25357143,2,Apartment,Super Built-up Area,1230,(114.27 sq.m.),0.7872,5,25,0.114236818,2,,"manikonda,hyderabad"
Saanvi Athena Homes,Krishna ReddyDealer,22,10.25357143,3,Apartment,Super Built-up Area,1865,(152.83 - 193.7 sq.m.),1.19,5,25,0.114236818,2,,"manikonda,hyderabad"
Himalaya Seven Hills,Krishna ReddyDealer,15,,2,Apartment,Super Built-up Area,1187.5,(92.9 - 127.74 sq.m.),0.7563,5,15,,7,,"tellapur,hyderabad"
Himalaya Seven Hills,Krishna ReddyDealer,15,,3,Apartment,Super Built-up Area,1692.5,(145.39 - 169.08 sq.m.),,5,15,,7,,"tellapur,hyderabad"
Modi Elegance,Modi BuildersBuilder,21,13.60384615,2,Apartment,Super Built-up Area,867,(67.91 - 93.18 sq.m.),0.4335,9,777,5.35,4,,"gajulramaram,hyderabad"
Modi Elegance,Modi BuildersBuilder,21,13.60384615,3,Apartment,Super Built-up Area,1373,(106.84 - 148.27 sq.m.),0.6865,9,777,5.35,4,,"gajulramaram,hyderabad"
Suvela Sai Sreenija,SUVELA PROJECTS PRIVATE LIMITEDBuilder,25,0.89,3,Apartment,Super Built-up Area,2140,(198.81 sq.m.),1.39,4,4,0.06508264,1,,"kondapur,hyderabad"
Lansum Elena,Sri Nainika PropertiesDealer,35,1.9,3,Apartment,Super Built-up Area,1273.5,(228.53 sq.m.),2.21,55,540,3.61,2,,"kokapet,hyderabad"
Lansum Elena,Sri Nainika PropertiesDealer,35,1.9,4,Apartment,Super Built-up Area,1785.25,(302.8 - 348.85 sq.m.),3.155,55,540,3.61,2,,"kokapet,hyderabad"
Muppas Melody,Deltech PropertiesDealer,24,6.75,2,Apartment,Super Built-up Area,1010,(93.83 sq.m.),0.7517,17,1054,8.3,7,75%,"Osman nagar,hyderabad"
Muppas Melody,Deltech PropertiesDealer,24,6.75,3,Apartment,Super Built-up Area,1562.5,(130.06 - 160.26 sq.m.),1.16,17,1054,8.3,7,75%,"Osman nagar,hyderabad"
Teja Fortune Heights,ONE ROOF INFRADealer,29,,2,Apartment,Super Built-up Area,1170,(97.55 - 119.84 sq.m.),0.5967,10,480,3.75,,,"patancheru,hyderabad"
Teja Fortune Heights,ONE ROOF INFRADealer,29,,3,Apartment,Super Built-up Area,1555,(112.41 - 176.52 sq.m.),0.79305,10,480,3.75,,,"patancheru,hyderabad"
Brigade Citadel,Full Basket Property Services Private LimitedDealer,25,5.055555556,2,Apartment,Carpet Area,825,(70.42 - 82.87 sq.m.),1.145,16,1330,11,4,,"Moti nagar,hyderabad"
Brigade Citadel,Full Basket Property Services Private LimitedDealer,25,5.055555556,3,Apartment,Carpet Area,1102,(95.69 - 109.07 sq.m.),1.53,16,1330,11,4,,"Moti nagar,hyderabad"
Prestige Beverly Hills,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,8.646153846,3,Apartment,Carpet Area,1198.5,(102.47 - 120.22 sq.m.),1.315,36,816,5.87,3,,"kokapet,hyderabad"
Prestige Beverly Hills,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,8.646153846,4,Apartment,Carpet Area,1749,(162.49 sq.m.),1.92,36,816,5.87,3,,"kokapet,hyderabad"
Rubrick Tripura,Lorven Corporate Private limitedRERA Registered Dealer,27,,3,Apartment,Super Built-up Area,1737.5,(146.32 - 176.52 sq.m.),0.94015,14,638,5.4,3,,"gandimaisamma,hyderabad"
Team4 Nyla,Lorven Corporate Private limitedRERA Registered Dealer,16,10.33333333,3,Apartment,Carpet Area,1795,(158.86 - 174.66 sq.m.),,35,945,6.03,3,,"miyapur,hyderabad"
Sai Keerthi Signature,Sri Nainika PropertiesDealer,33,0.782142857,3,Apartment,Built-up Area,1822.5,(141.68 - 196.95 sq.m.),1.46,12,168,1.64,2,,"kondapur,hyderabad"
Advaitas Vibha,Sri Nainika PropertiesDealer,21,1.5625,2,Apartment,Super Built-up Area,1177.5,(95.23 - 123.56 sq.m.),0.68295,10,120,1.47,1,,"nagar,hyderabad"
Advaitas Vibha,Sri Nainika PropertiesDealer,21,1.5625,3,Apartment,Super Built-up Area,1780,(145.86 - 184.88 sq.m.),1.0303,10,120,1.47,1,,"nagar,hyderabad"
Signature Altius,Sri Nainika PropertiesDealer,19,12.50625,2,Apartment,Super Built-up Area,1340,(117.06 - 131.92 sq.m.),0.8039,11,542,5,3,60%,"kollur,hyderabad"
Signature Altius,Sri Nainika PropertiesDealer,19,12.50625,3,Apartment,Super Built-up Area,1875,(144.0 - 204.39 sq.m.),1.1249,11,542,5,3,60%,"kollur,hyderabad"
Navayuga Godavari,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,,4,Apartment,Super Built-up Area,5037.5,(373.93 - 562.06 sq.m.),6.8,12,,2.77,,,"begumpet,hyderabad"
Frontline Seven,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,2.673333333,2,Apartment,Super Built-up Area,1337.5,(123.56 - 124.95 sq.m.),1.055,12,670,6.84,6,,"kokapet,hyderabad"
Frontline Seven,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,2.673333333,3,Apartment,Super Built-up Area,2060,(179.77 - 202.99 sq.m.),1.63,12,670,6.84,6,,"kokapet,hyderabad"
RNP 1,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,19,,3,Apartment,Super Built-up Area,1935,(147.25 - 212.28 sq.m.),1.66,16,195,2,2,,"kondapur,hyderabad"
Kinetic Palazzo,ONE ROOF INFRADealer,27,9.446153846,2,Apartment,Super Built-up Area,1243.5,(97.36 - 133.69 sq.m.),0.858,8,147,1.52,3,,"gachibowli,hyderabad"
Kinetic Palazzo,ONE ROOF INFRADealer,27,9.446153846,3,Apartment,Super Built-up Area,1714,(144.65 - 173.82 sq.m.),1.18,8,147,1.52,3,,"gachibowli,hyderabad"
Western Springs,TSR PropertiesDealer,19,6.753846154,3,Apartment,Super Built-up Area,2837.5,(202.99 - 324.23 sq.m.),2.625,36,1491,13.14025615,7,,"puppalaguda,hyderabad"
GHR Titania,GHR InfraBuilder,18,6.992307692,2,Apartment,Super Built-up Area,1284,(119.29 sq.m.),1.05,10,480,4.7,4,,"kondapur,hyderabad"
GHR Titania,GHR InfraBuilder,18,6.992307692,3,Apartment,Super Built-up Area,2070.5,(151.62 - 233.09 sq.m.),1.685,10,480,4.7,4,,"kondapur,hyderabad"
Qubic West Winds,SQUARE SELECT ESTATES LLPRERA Registered Dealer,18,10.97777778,2,Apartment,Super Built-up Area,1270,(116.59 - 119.38 sq.m.),0.7366,5,20,0.219716221,1,,"Bandlaguda jagir,hyderabad"
Qubic West Winds,SQUARE SELECT ESTATES LLPRERA Registered Dealer,18,10.97777778,3,Apartment,Super Built-up Area,1570,(145.86 sq.m.),0.9106,5,20,0.219716221,1,,"Bandlaguda jagir,hyderabad"
Infocity Majestic,SQUARE SELECT ESTATES LLPRERA Registered Dealer,23,,1,Apartment,Super Built-up Area,910,(84.54 sq.m.),0.5186,8,,0.8,1,,"kismathpur,hyderabad"
Infocity Majestic,SQUARE SELECT ESTATES LLPRERA Registered Dealer,23,,2,Apartment,Super Built-up Area,1462.5,(97.08 - 174.66 sq.m.),0.83275,8,,0.8,1,,"kismathpur,hyderabad"
Infocity Majestic,SQUARE SELECT ESTATES LLPRERA Registered Dealer,23,,3,Apartment,Super Built-up Area,1632.5,(117.99 - 185.34 sq.m.),0.9319,8,,0.8,1,,"kismathpur,hyderabad"
Sunshine Destino,PROPERTY GOOGLER LLPRERA Registered Dealer,25,8.642857143,2,Apartment,Super Built-up Area,1377.5,(121.15 - 134.8 sq.m.),1.195,11,537,5.5,,,"Financial district,hyderabad"
Sunshine Destino,PROPERTY GOOGLER LLPRERA Registered Dealer,25,8.642857143,3,Apartment,Super Built-up Area,2280.5,(159.79 - 263.94 sq.m.),1.985,11,537,5.5,,,"Financial district,hyderabad"
Sunshine Destino,PROPERTY GOOGLER LLPRERA Registered Dealer,25,8.642857143,4,Apartment,Super Built-up Area,3255,(294.04 - 310.76 sq.m.),2.83,11,537,5.5,,,"Financial district,hyderabad"
Navya Symphony,KrishnaDealer,6,11.27,3,Apartment,Super Built-up Area,1728,(138.8 - 182.28 sq.m.),0.9508,9,122,1.079067193,1,70%,"bachupally,hyderabad"
Sobha Waterfront,Yes PropertyRERA Registered Dealer,25,7.869230769,3,Apartment,Super Built-up Area,2323.5,(180.98 - 250.75 sq.m.),3.66,15,238,4.1,4,,"somajiguda,hyderabad"
Sobha Waterfront,Yes PropertyRERA Registered Dealer,25,7.869230769,4,Apartment,Super Built-up Area,3166,(282.89 - 305.37 sq.m.),4.99,15,238,4.1,4,,"somajiguda,hyderabad"
Sunshine Green Meadows,Synergy ConsultingDealer,25,12.54444444,2,Apartment,Super Built-up Area,1168,(108.51 sq.m.),0.6189,6,248,2.737576737,4,,"bachupally,hyderabad"
Sunshine Green Meadows,Synergy ConsultingDealer,25,12.54444444,3,Apartment,Super Built-up Area,1560,(144.93 sq.m.),0.8266,6,248,2.737576737,4,,"bachupally,hyderabad"
Tripura Green Alpha,MAdhavDealer,18,10.74384615,2,Apartment,Super Built-up Area,1265,(117.52 sq.m.),,10,520,5.5,6,57%,"tellapur,hyderabad"
Tripura Green Alpha,MAdhavDealer,18,10.74384615,3,Apartment,Super Built-up Area,2020,(187.66 sq.m.),1.46,10,520,5.5,6,57%,"tellapur,hyderabad"
